,Planet Radius Value,Stellar Mass,Orbital Period Value,Star Radius Value,Effective Temperature Value,J mag,V mag,TIC Declination,Effective Stellar Flux Value,mass_flag,pl_masses,Ars,K_amp,TSM,Full TOI ID
277,0.97,1.09,19.5650801,1.235,6180,11.5,13.044,46.879112,92.77,,0.87140431,25.46979547,0.195595419,0.566207912,K04431.01
278,2.02,0.971,12.99065074,1.027,5787,12.275,13.818,49.264462,92.12,,4.745169912,22.42947283,1.318699464,6.288701046,K00350.01
279,5,1.47,50.550788,3.859,5031,9.929,12.264,42.736019,92.03,,22.15151567,16.95686054,2.968472965,3.889747803,K05373.01
280,1.76,1.249,24.6683831,1.554,6059,12.449,13.962,51.965012,91.32,,3.754274081,24.7206233,0.71234105,2.113668089,K04245.01
281,0.72,0.796,6.8873113,0.772,5208,11.61,13.57,46.051971,90.91,,0.299796965,18.2929056,0.117521989,1.628185522,K02029.03
282,1.13,1.282,24.5607107,1.499,6170,11.83,13.129,46.74456,90.55,,1.505212175,25.77611679,0.281088177,0.299881286,K02732.04
283,3.09,1.109,29.92208104,1.637,6127,12.343,13.765,43.567211,88.52,,9.774259272,25.65382895,1.882418041,4.192383271,K01943.01
284,2.86,1.158,30.6528935,1.64,6200,12.455,13.587,49.56218,87.69,,8.569918587,26.39991234,1.590734432,3.57864918,K00353.02
285,0.54,0.848,7.57600886,0.774,5361,11.946,13.827,41.997589,86.87,,0.107040112,19.85700758,0.038969037,1.619870561,K04657.01
286,10.33,1.657,77.4794704,2.909,6711,9.343,10.338,46.82214,86.59,,76.05451243,31.12079667,8.161405384,22.67426739,K00076.01
287,23.23,1.694,75.1122132,3.354,6201,10.82,11.931,38.619255,86.18,,317.8,26.63448345,33.95407887,23.48497243,K00366.01
288,1.07,1.232,19.9778599,1.162,6392,12.556,13.838,48.893051,84.29,,1.238143035,28.59296848,0.254349688,0.362671981,K04653.01
289,2.11,1.02,25.5433704,1.782,5422,11.606,13.527,41.27924,84,,5.110161362,20.6240358,1.096963767,2.939175956,K02479.01
290,3.1,1.442,53.554546,2.622,6039,10.456,11.823,43.801361,82.79,,9.828094403,25.77008136,1.308611951,3.848154444,K05459.01
291,0.68,0.911,9.88736642,0.816,5693,12.307,13.953,43.435921,82.32,,0.244319878,23.03733381,0.077595558,1.064513805,K02663.01
292,2.39,0.983,74.371666,2.211,6865,10.34,11.489,40.84993,81.88,,6.315836395,33.4782899,0.973142724,3.996683911,K06605.01
293,0.54,0.716,9.4609418,0.788,5485,12.112,13.964,40.922619,81.83,,0.107040112,21.37782575,0.040508261,1.427630305,K08257.01
294,2.52,1.049,16.71987303,1.085,6020,12.06,13.396,40.19463,81.63,,6.910911941,25.77586431,1.676967165,8.047337336,K00635.01
295,3.51,1.774,69.8347983,2.022,7732,11.389,12.112,42.888859,80.97,,12.13882185,42.73796163,1.288548245,4.91996965,K01622.01
296,1.57,1.552,50.563697,2.022,6759,10.027,11.157,40.670841,79.36,,3.091603918,32.95878019,0.399540015,3.171795908,K07729.01
297,7.76,1.581,78.7327023,2.763,6715,12.091,13.293,40.541309,79.13,,46.76483066,32.60335848,5.150273005,4.778611434,K02370.01
298,0.81,1.069,17.8693759,1.013,6328,12.572,13.832,44.261532,78.58,,0.457039002,29.04146641,0.107114644,0.546863209,K04435.02
299,3.13,0.958,26.62941953,1.417,5866,11.534,13.227,47.574905,71.75,,9.990329533,26.11493494,2.205291947,7.836209798,K00289.01
300,20.03,2.394,143.163697,7.653,5145,10.972,13.494,40.130909,71.41,,317.8,20.13696897,21.74589788,2.572744744,K05119.01
301,1.38,1,15.1516409,1,5780,15.567,12.405,40.807594,69.25,,2.482840876,25.77521371,0.642756062,0.124696331,K03206.01
302,0.96,1.017,22.599501,1.087,6335,10.545,11.852,44.42326,68.48,,0.839668593,31.12952561,0.188124276,1.058389867,K03197.01
303,1.42,1.032,15.3573445,0.986,5818,11.622,13.157,39.51981,66.65,,2.606421356,26.6556676,0.657763801,0.810558036,K03878.02
304,2.23,1.894,113.993156,2.496,7892,10.485,11.242,45.586361,66.64,,5.614003862,49.05656004,0.484518446,2.545931991,K05635.01
305,9.1,1.704,96.4562198,2.704,7029,12.188,13.172,48.65802,65.96,,61.30908108,39.10802013,6.00277665,5.609568638,K02696.01
306,1.65,1.325,31.9533679,1.467,6313,11.774,13.104,39.829041,65.15,,3.364163891,31.7357501,0.562960854,2.736726596,K02971.02
307,1.56,1.068,21.1033014,1.126,6000,12.367,13.662,45.335178,62.99,,3.058202628,29.18198234,0.678504093,3.25746801,K02319.01
308,0.72,1.083,18.9828305,1.035,5962,11.919,13.485,41.18961,59.15,,0.299796965,29.72160635,0.068266105,0.705641304,K05207.01
309,10.02,1.187,46.15119482,1.963,5877,11.093,12.897,44.87294,57.8,,72.21535766,29.21333025,11.50408163,19.32328672,K00319.01
310,0.77,0.848,10.4314847,0.774,5361,11.946,13.827,41.997589,56.67,,0.38125337,24.57636052,0.124762748,1.185228781,K04657.02
311,2.47,1.402,61.858947,2.817,5529,10.749,12.63,46.202419,56.48,,6.67942781,26.15933312,0.863688083,1.939396951,K04388.02
312,0.87,0.874,12.7372371,0.868,5420,12.209,13.965,50.081089,55.82,,0.590276943,25.28890762,0.177122461,0.775238519,K02581.01
313,1.4,1.026,38.168652,1.465,6164,12.127,13.617,37.089809,55.36,,2.544322161,32.85326519,0.475870485,0.272614355,K04923.01
314,2.62,0.932,14.91095177,0.899,5650,11.42,13.045,37.751591,54.87,,7.383574056,27.70841508,2.014055446,14.98704489,K00103.01
315,2.31,0.995,32.85862571,1.414,5899,9.752,11.353,40.79454,53.85,,5.960666254,30.48973923,1.196134831,11.03568774,K01962.01
316,2.1,1.027,41.6757509,1.763,5745,12.097,13.896,43.631432,53.72,,5.069057773,28.95715918,0.920102727,2.128597865,K04257.01
317,2.76,2.049,185.97534,3.638,7365,9.844,10.66,45.753738,53.05,,8.066773806,47.88329499,0.561182308,2.038344972,K08180.01
318,1.62,0.84,32.4185265,1.441,5622,12.013,13.858,50.769112,52.7,,3.260843566,28.02337623,0.735862267,2.351111778,K05960.01
319,1.54,1.048,27.8813154,1.055,6434,12.589,13.949,44.112381,50.86,,2.991848963,37.26541565,0.612601761,3.126087983,K02935.01
320,4.43,1.443,56.4931698,2.046,6160,12.534,13.853,40.979061,50.79,,18.03187028,34.23021331,2.357482204,3.069855245,K02358.01
321,3.78,1.408,73.7502765,2.481,6056,12.161,13.624,41.33556,49.76,,13.76862271,33.44355105,1.674241217,2.232831844,K03500.01
322,0.97,1.06,37.4646974,1.342,6266,11.113,12.964,48.854645,49.61,,0.87140431,35.80910124,0.160469402,0.490030093,K07416.01
323,2.52,1.174,53.5057611,1.762,6247,8.661,9.862,45.988079,49.16,,6.910911941,35.78598601,1.055699453,12.85656691,K00974.01
324,24.34,2.571,206.801125,8.611,5048,9.536,11.931,46.014462,48.97,,317.8,23.41953116,18.3436347,6.427080519,K05684.01
325,8.16,1.094,105.5904748,4.383,4869,10.018,12.455,40.052792,47.59,,50.93633695,22.10785601,6.502171667,4.637128475,K05110.01
326,1.78,0.94,21.06075303,1.034,5706,12.017,13.655,42.237041,47.39,,3.827087959,30.4135539,0.925143482,5.018849982,K00177.01
327,1.67,1.353,54.2916336,1.565,6711,10.034,11.115,38.66254,46.21,,3.433779795,42.6549423,0.474875894,4.991216353,K06102.01
328,1.61,1.135,43.2675604,1.729,5747,12.419,13.883,47.923851,45.99,,3.226698812,31.29976392,0.541116656,1.299736831,K07354.01
329,1.44,1.068,40.9882124,1.174,6705,12.068,13.229,39.236691,43.98,,2.669135838,43.57032521,0.47462874,0.427388262,K05046.01
330,6.63,1.468,83.5781976,2.562,6056,12.429,13.885,48.094261,43.62,,35.78717675,35.69609615,4.059410006,3.341282867,K01311.01
331,3.19,1.38,96.81647,2.467,6404,11.002,11.97,38.270512,43.39,,10.31807312,40.05461276,1.161305936,2.984387247,K03203.01
332,0.68,0.779,16.9163386,0.81,5628,11.897,13.631,50.04744,41.74,,0.244319878,31.51090494,0.072013772,1.10296099,K07483.01
333,3.72,1.082,35.5969684,1.209,6212,11.338,12.692,41.602871,41.06,,13.39915582,38.68007347,2.475742336,12.8316219,K00308.01
334,1.08,0.926,33.502923,1.177,5999,12.094,13.679,39.277531,40.79,,1.280070648,36.22803909,0.267741833,0.362643128,K07685.02
335,0.76,0.838,17.4532945,0.853,5528,12.198,13.883,44.284229,39.42,,0.363822501,31.30495485,0.101084582,0.799932342,K01151.04
336,4.02,1.502,115.230655,2.517,6585,11.529,12.969,37.61348,37.8,,15.28757956,45.35389719,1.53445191,2.637571942,K02610.02
337,5.27,1.372,97.5137491,3.18,5437,11.258,13.195,43.98061,37.25,,24.22325415,31.16238212,2.73039184,2.65137997,K05472.01
338,3.44,1.241,40.80957343,1.3,6183,11.97,13.345,38.258171,35.68,,11.73015612,41.24624723,1.889959234,7.222487999,K01878.01
339,0.52,0.822,16.2908527,0.797,5425,10.094,12.214,39.164429,35.48,,0.093512327,31.79488984,0.026929207,2.930111902,K02295.01
340,1.96,0.971,19.57783279,0.884,5620,11.456,13.089,38.52356,35.14,,4.508060764,34.25256116,1.092712522,9.352317893,K03876.01
341,2.05,1.174,38.5763483,1.221,6167,11.581,12.933,43.333,34.77,,4.865595529,41.5225108,0.828897351,4.889696954,K03943.01
342,4.35,1.542,151.77884,3.134,6328,10.153,11.505,45.563419,34.01,,17.48180118,44.15356563,1.572932315,3.459792337,K05633.01
343,1.73,0.998,44.6226725,1.239,6198,12.407,13.934,41.455391,33.39,,3.646135593,42.71414861,0.659393172,2.579788625,K04123.01
344,1.54,1.196,58.5029431,1.412,6525,12.059,13.369,43.275089,33.01,,2.991848963,47.68956215,0.438170859,1.9969974,K05407.01
345,2.71,1.122,33.7888028,1.062,6202,12.593,13.999,48.719559,33.01,,7.819918636,43.04778407,1.435048499,5.757958278,K01863.01
346,1.76,1.226,37.8404232,1.149,6243,11.902,13.355,42.459751,32.14,,3.754274081,44.19535365,0.625361082,3.832944637,K01628.03
347,17.56,2.012,277.114286,7.549,5117,10.769,13.067,48.426399,31.66,,317.8,29.92184296,19.59293303,1.596044077,K05847.01
348,2.97,1.041,35.01190875,1.153,5872,12.592,13.963,47.0425,31.35,,9.137773812,39.59988792,1.742014793,5.520829945,K01917.01
349,2.29,1.217,97.942437,2.284,5997,10.529,12.022,51.280384,30.59,,5.873199591,41.8097136,0.716046549,2.538577858,K05968.01
350,1.29,1.184,61.611129,1.386,6533,11.348,12.604,49.368561,30.02,,2.213894633,50.12133278,0.320838596,0.336376524,K05901.01
351,1.7,1.272,88.433122,1.525,7092,11.877,12.927,38.058418,29.68,,3.539301876,59.36516245,0.43348266,2.062281351,K06097.02
352,10.16,1.301,105.8817667,2.499,5903,9.692,11.144,42.728481,29.64,,73.93902908,41.15628106,8.401026148,19.58449745,K00075.01
353,0.8,0.838,21.7203362,0.853,5528,12.198,13.883,44.284229,29.45,,0.437158622,36.21922607,0.112920131,0.721888137,K01151.05
354,0.89,1.098,37.7935113,1.076,6178,10.935,12.33,51.993721,29.06,,0.640314178,45.45299442,0.114842594,0.761127855,K05979.01
355,1.05,1.224,93.359737,1.673,6809,10.097,11.1,44.28228,29.01,,1.157269708,55.39026466,0.142816247,0.420094163,K05497.01
356,0.85,1.108,32.033211,1.005,6039,12.115,13.605,51.01606,28.78,,0.543121067,43.71629388,0.102310569,0.518692501,K05964.01
357,3.96,1.516,175.452812,3.304,6184,11.867,13.568,49.619312,28.77,,14.9017151,45.87003583,1.292113095,1.335270141,K05921.01
358,1.68,1.07,74.833577,1.807,5933,11.194,12.869,44.34454,28.65,,3.468807654,42.31197253,0.504052821,1.963041951,K05511.01
359,1.63,1.234,49.564693,1.442,5907,11.618,13.373,46.037819,28.19,,3.295136178,42.24907796,0.499485599,2.429253435,K04226.01
360,1.06,0.963,56.3479517,1.471,5843,9.424,10.846,39.538181,27.97,,1.197214291,41.53466139,0.205137712,0.73011204,K03168.01
361,1.54,0.974,56.001782,1.332,6116,12.189,13.645,39.827278,27.51,,2.991848963,45.85420351,0.509820071,2.020447148,K05079.01
362,0.67,1.149,34.775371,1.047,6028,10.586,11.872,45.370998,27.11,,0.231699282,44.86458671,0.041451278,1.093116293,K01616.02
363,4.41,1.349,151.13008,2.302,6768,10.931,12.136,40.535671,26.4,,17.89369547,57.32733693,1.762621062,4.282204431,K05158.01
364,1.74,1.14,47.7439509,1.292,5949,10.674,12.453,42.981422,25.84,,3.682037116,44.79338011,0.595793819,4.976536045,K00266.02
365,1.3,1.291,78.86684,1.381,6907,12.081,13.104,49.712601,25.44,,2.243149085,61.03896924,0.282613572,0.233942445,K06242.03
366,1.65,0.961,59.4037839,1.209,6373,11.246,12.278,38.231617,24.93,,3.364163891,52.31024213,0.567162316,4.040435577,K04963.01
367,2.27,1.325,91.649983,1.608,6705,12.052,13.246,39.81242,24.57,,5.786266033,58.44804686,0.681492163,2.37452318,K06447.02
368,2.23,1.006,59.3627946,1.471,5786,10.836,12.594,47.448078,24.33,,5.614003862,43.63403493,0.918233482,4.84772333,K03908.01
369,2.86,1.211,92.461135,2.648,5132,10.44,12.375,39.323662,23.91,,8.569918587,34.64697925,1.06859067,2.50861707,K03202.01
370,1.77,1.284,73.711039,1.502,6374,11.65,13.076,37.742935,23.81,,3.790609029,53.55120644,0.490236131,2.353715231,K02603.01
371,19.3,2.19,333.486169,7.824,4989,9.501,11.733,47.145142,22.68,,317.8,33.59955894,17.40800721,3.254542212,K07988.01
372,19.25,2.122,253.374581,5.949,5177,10.376,12.643,44.853142,22.41,,317.8,36.40902218,19.48287941,3.721404433,K02758.01
373,4.13,1.164,98.353149,1.697,6366,12.724,13.869,42.194832,21.96,,16.00551039,55.59774273,2.007344758,3.026480218,K01236.04
374,0.94,0.756,18.2572722,0.756,5014,11.489,13.636,39.257809,21.16,,0.778707954,35.16996145,0.228278653,1.06783056,K03864.02
375,0.76,1.213,54.325574,1.137,6343,11.406,12.578,49.110329,20.85,,0.363822501,56.63590531,0.054104256,0.553117862,K01445.02
376,1.59,0.918,55.7583803,1.403,5413,11.344,13.376,41.749222,19.6,,3.158853983,42.55910484,0.560765859,2.573616378,K05274.01
377,4.93,0.819,80.4103783,1.673,5476,11.905,13.808,41.182819,19.35,,21.62689654,43.85669751,3.666779125,5.535833157,K01839.02
378,1.51,1.272,126.505657,1.525,7092,11.877,12.927,38.058418,18.42,,2.893445125,75.36938761,0.314512355,1.568926813,K06097.04
379,4.59,1.419,126.55719,1.854,6501,12.464,13.85,44.836121,17.85,,19.15296457,64.3138902,1.935245135,3.113100995,K04066.01
380,1.33,1.24,100.494129,1.75,6018,10.367,11.879,45.948662,17.64,,2.331858694,55.85886867,0.278371472,0.300968688,K05665.01
381,1.09,1.198,75.072964,1.248,6443,11.259,12.526,43.766918,17.51,,1.323011921,63.75132636,0.178107363,0.381565138,K06168.02
382,3.56,1.149,85.6542476,1.647,5818,12.3,13.739,38.738541,17.51,,12.43424546,52.01654578,1.647177114,3.386423688,K01901.01
383,3.63,1.843,228.65412,2.674,6845,12.249,13.443,39.331463,17.44,,12.85273942,72.17091727,0.895714598,1.347375601,K06111.01
384,1.35,0.926,64.740274,1.177,5999,12.094,13.679,39.277531,16.96,,2.391783394,56.20471074,0.401642993,0.304339022,K07685.01
385,14.76,1.835,359.8455,6.632,4945,10.412,12.943,48.617802,16.01,,317.8,39.31341023,19.09596774,1.220379557,K05867.01
386,1.59,1.097,44.9977604,0.983,5871,12.36,13.871,43.244049,15.74,,3.158853983,55.87340253,0.534866442,3.108277996,K02631.01
387,0.63,0.941,75.906736,1.206,6140,10.58,12,43.236351,15.65,,0.185872894,61.31950028,0.029285101,0.745965327,K06889.01
388,2.38,1.166,176.331289,2.251,6146,11.603,12.982,46.90453,15.4,,6.270977852,61.89270144,0.646661427,1.411474375,K02312.01
389,1.97,1.04,93.006,1.742,5518,11.696,13.559,49.763641,15.18,,4.547231077,50.25733271,0.626332566,1.759514614,K05925.01
390,1.27,1.171,134.35872,1.433,6948,10.269,11.232,48.903751,14.61,,2.155861047,81.22302788,0.242704633,0.423405838,K05881.01
391,3.45,1.067,113.573945,2.233,5155,10.908,13.089,45.23811,14.32,,11.78818388,45.17668777,1.49334987,3.192268303,K05585.01
392,9.56,1.276,348.665961,4.89,5183,10.543,12.723,45.635471,13.93,,66.67036869,46.25338928,5.157981032,2.644937245,K05640.01
393,1.16,0.848,84.799829,1.406,5619,10.29,11.879,43.075821,13.79,,1.653242252,54.69812549,0.269065565,0.42655815,K04260.04
394,0.66,0.671,20.6654374,0.676,4830,10.282,12.533,39.346378,13.35,,0.219555431,41.05376962,0.066870025,2.54861036,K01619.01
395,2.53,0.781,21.76129812,0.72,4859,10.982,13.299,36.74361,13.18,,6.957597899,41.96657655,1.882409998,19.08920842,K00958.01
396,0.9,0.974,94.094392,1.308,6099,10.588,11.985,41.632717,13.14,,0.666446173,65.99589113,0.095526026,0.491910111,K01613.02
397,3.81,1.061,89.1935737,1.295,6071,11.544,12.826,43.461208,12.83,,13.95490546,66.1840844,1.923339591,7.839473814,K01808.01
398,5.92,1.658,330.025002,3.466,6126,11.547,13.118,37.269878,12.36,,29.51897963,68.64780797,1.95334922,1.725254465,K07624.01
399,2.99,1.079,66.6434565,1.164,5751,12.29,13.498,48.180328,12.17,,9.242627708,60.97076901,1.388180191,4.956665908,K04235.01
400,1.87,0.973,80.769893,1.708,4965,11.513,13.849,38.94154,12.07,,4.161837998,45.63295376,0.628121933,1.757111922,K07673.01
401,1.77,1.046,112.317402,1.26,6528,11.021,12.621,49.917702,12.05,,3.790609029,78.94668129,0.488415424,3.76910703,K06245.02
402,3.02,1.175,110.3783828,1.359,6342,9.948,11.102,38.506973,11.82,,9.400830947,75.21047742,1.12744883,10.75468536,K00268.01
403,2.78,1.003,65.7045275,1.043,5918,10.627,12.041,43.788219,11.72,,8.166398958,65.78224574,1.293844416,11.96604861,K00092.01
404,2.46,1.219,188.954072,1.899,6392,11.993,13.366,42.072079,11.36,,6.633521208,77.97276523,0.648943296,1.602994806,K05300.01
405,1.41,1.191,97.991569,1.169,6499,12.639,13.959,45.002338,11.21,,2.575294684,81.12929695,0.318473551,0.229032792,K07093.01
406,1.42,0.917,42.1003351,0.82,5595,10.781,12.463,44.303162,11.17,,2.606421356,60.3571591,0.508495446,1.103232385,K04399.01
407,6.81,1.537,278.38935,4.342,4951,11.264,13.543,49.115311,10.93,,37.45454539,47.70153746,2.759020516,1.456688688,K08050.01
408,1.54,1.057,126.586058,1.249,6611,12.012,13.254,42.61898,10.54,,2.991848963,86.55303547,0.367856329,1.961458723,K05358.01
409,1.52,1.054,117.684591,1.279,6362,11.989,13.388,38.324951,10.46,,2.926095791,80.43626376,0.369322229,1.855343823,K06100.02
410,4.6,1.014,198.6004,2.522,5357,11.721,13.811,47.247921,10.45,,19.22395556,57.07993601,2.091259505,2.077798014,K05776.01
411,11.58,1.158,152.1060435,1.64,6200,12.455,13.587,49.56218,10.36,,92.35469765,76.80434926,10.0505149,11.61075915,K00353.01
412,2.66,1.515,219.20579,1.785,6990,11.825,12.955,39.141048,10.18,,7.57623125,98.46831361,0.610208112,2.111541978,K07680.01
413,4.52,1.353,207.5829306,1.79,6688,10.983,11.74,43.81427,9.97,,18.65906077,91.18774779,1.650230282,5.59410129,K00089.02
414,1.59,1.079,113.083522,1.4,5903,12.346,13.637,47.906872,9.65,,3.158853983,72.11758231,0.397770584,1.364939812,K05817.01
415,0.64,0.756,48.2455501,0.827,5441,11.189,12.964,41.250359,9.61,,0.196653283,61.45196288,0.041698276,1.051180148,K05213.01
416,10.75,2.023,366.684634,4.962,5090,11.427,13.841,49.633869,9.18,,81.38583604,54.96667971,4.553771004,1.793964797,K05923.01
417,5.46,1.426,392.47291,2.704,6626,11.462,12.615,40.970451,9.04,,25.72657266,93.92952088,1.776708599,2.453668241,K05196.01
418,1.48,1.354,143.09688,1.31,6725,10.729,11.704,44.147202,8.94,,2.796400403,97.25625249,0.279829852,0.442400211,K06176.01
419,1.51,0.881,111.187116,1.281,5806,11.49,13.183,40.057339,8.86,,2.893445125,72.84084562,0.41943404,2.212903223,K05099.01
420,11.52,1.294,162.0479502,1.567,6309,12.654,13.94,44.7943,8.65,,91.54268668,87.00962276,9.058093654,11.01933832,K01271.01
421,1.67,1.046,144.102562,1.26,6528,11.021,12.621,49.917702,8.64,,3.433779795,93.21453699,0.407172027,3.21610154,K06245.01
422,2.33,1.289,275.5603,2.467,5989,10.747,12.436,46.095737,8.6,,6.048664631,78.63612139,0.502731226,1.465779949,K07938.01
423,1.59,1.198,131.258668,1.248,6443,11.259,12.526,43.766918,8.31,,3.158853983,92.52352664,0.35299308,2.730550674,K06168.01
424,4.37,1.099,150.8783198,1.737,5504,11.387,12.821,40.278629,7.56,,17.61866032,70.87827411,1.990746642,4.40632465,K01822.01
425,3.13,1.693,357.437578,1.862,7610,12.894,13.895,42.1101,7.53,,9.990329533,135.7069044,0.634832213,1.380614729,K05320.01
426,0.94,1.012,73.908995,0.918,5865,12.047,13.596,50.65369,7.44,,0.778707954,81.07958487,0.117924946,0.43149369,K05954.01
427,3.53,1.547,357.588538,1.876,7435,12.566,13.536,50.055271,7.38,,12.25664025,130.7421109,0.826990557,1.841006015,K05937.01
428,3.24,1.397,265.741374,1.859,6537,12.453,13.799,42.42091,6.9,,10.594512,104.6296306,0.844722661,1.736366525,K05336.01
429,2.32,1.199,169.415073,1.378,6362,11.44,12.761,48.222031,6.87,,6.004599064,99.36216303,0.615939033,3.20863413,K05839.01
430,14.58,2.123,651.358046,6.261,5122,11.257,13.669,42.739491,6.75,,317.8,64.93048466,14.21775916,0.720824212,K05369.01
431,1.98,1.306,201.325036,1.699,6120,12.105,13.478,46.753021,6.71,,4.586540823,93.02836023,0.419573194,1.25725345,K04575.01
432,2.03,0.753,35.58349688,0.684,4894,11.429,13.758,43.333309,6.54,,4.78517367,60.57179854,1.125992149,10.84082874,K00315.01
433,1.93,1.126,192.138741,1.569,6065,11.461,12.968,45.577831,6.48,,4.39138855,92.93849652,0.450424296,1.902009605,K05629.01
434,2.29,0.915,105.0145774,1.042,5868,11.829,13.246,46.675282,6.44,,5.873199591,87.29744518,0.846112318,4.538800925,K01715.01
435,2.56,1.268,222.28056,1.531,6543,11.437,12.686,45.618389,6.37,,7.098431258,109.2013593,0.640766161,2.902188248,K05642.01
436,3.28,0.715,54.6957124,0.757,5299,14.997,13.827,45.709164,6.34,,10.81782556,71.64801324,2.283154858,3.22980731,K05654.01
437,1.69,1.229,198.781156,1.424,6493,11.755,13.062,49.01152,6.33,,3.503981768,107.8499484,0.33521185,1.686433718,K05883.01
438,2.35,1.272,282.34315,1.525,7092,11.877,12.927,38.058418,6.31,,6.13719335,128.7181708,0.510469537,2.133528449,K06097.03
439,7.58,1.419,520.655224,4.313,5227,11.036,13.216,42.892921,6.12,,44.93575981,70.98130659,2.833593839,1.631247875,K05379.01
440,1.84,1.158,284.87177,1.773,6437,11.951,13.307,49.19426,6.1,,4.048971679,107.9417751,0.357470119,1.100108543,K05886.01
441,1.37,1.111,161.537665,1.358,6033,11.067,12.196,39.278,6.04,,2.452332784,95.22477296,0.268903186,0.288921402,K05044.01
442,4.05,1.323,382.30306,2.59,5993,11.943,13.572,40.907429,6.04,,15.48203266,93.98413074,1.133885867,1.31412724,K07735.01
443,1.09,1.122,198.11309,1.486,6163,11.204,13.218,47.632446,5.96,,1.323011921,100.0345646,0.134642235,0.210782157,K07330.01
444,1.54,1.273,214.013044,1.37,6698,11.517,12.661,44.074871,5.89,,2.991848963,119.1456596,0.272787521,1.768247043,K06173.01
445,1.62,0.79,57.3840375,0.79,5250,11.295,13.553,52.055519,5.85,,3.260843566,73.28332555,0.633721907,6.287429994,K00298.02
446,6.81,1.245,341.557931,3.098,5138,10.96,13.196,45.31385,5.65,,37.45454539,71.42448463,2.965883047,2.791433997,K05603.01
447,1.52,1.087,140.884533,1.213,5960,12.104,13.407,45.990318,5.6,,2.926095791,96.60963038,0.340746645,1.672292413,K05663.01
448,9.52,1.032,197.5111484,1.674,5616,12.169,13.794,43.824421,5.54,,66.19683907,86.18427192,7.130239204,8.426721071,K02674.01
449,9.23,1.519,453.54212,3.006,5874,12.334,13.858,38.74028,5.45,,62.80545,95.02499624,3.962811892,2.317542318,K06103.01
450,1.96,1.095,309.191789,1.754,6299,11.697,13.113,39.655811,5.08,,4.508060764,113.1070254,0.40199583,1.311298728,K08249.01
451,5.03,1.414,494.485085,2.553,6303,11.01,12.518,41.164768,4.88,,22.37793533,115.725824,1.438974815,2.610942574,K07750.01
452,7.35,1.269,416.9504,2.611,5751,11.409,13.244,43.643162,4.77,,42.64252535,97.41647881,3.119542359,3.38232514,K05446.01
453,3,1.29,388.048463,2.46,5779,9.919,11.525,45.132259,4.71,,9.295239258,99.10173783,0.688899645,2.617821367,K05578.01
454,3.66,1.454,445.351255,1.755,7202,12.86,13.924,42.58577,4.43,,13.03383699,158.4681412,0.851881076,1.694313754,K05344.01
455,2.33,1.227,282.029084,1.287,6886,12.542,13.7,46.22015,4.12,,6.048664631,150.5895148,0.515524151,1.957836236,K05698.01
456,3.36,1.174,215.956008,1.313,6163,11.91,13.167,44.164688,4.03,,11.27018932,121.7392613,1.081304226,4.09570791,K04037.01
457,1.2,1.046,232.916142,1.496,5807,9.81,11.376,41.639271,4.02,,1.866576336,108.1287516,0.188600115,0.338730755,K05254.01
458,7.15,1.031,493.74242,3.243,5015,10.936,13.29,39.413849,3.9,,40.688784,81.91599853,3.231364659,2.501030179,K05057.01
459,1.73,0.976,190.905243,1.131,6098,12.308,13.998,45.995209,3.81,,3.646135593,122.4038469,0.412265983,1.883326937,K05671.01
460,6.69,1.37,584.55603,3.62,5208,9.914,12.02,47.328709,3.73,,36.33949101,90.29108613,2.25704524,2.915504738,K05782.01
461,9.91,1.08,237.787237,1.853,5185,12.397,13.798,46.83112,3.73,,70.87281005,89.45830979,6.961745656,5.911691076,K02677.01
462,1.68,1.332,355.84731,1.493,6823,12.185,13.348,49.365318,3.71,,3.468807654,155.7805457,0.259024011,1.09194891,K05900.01
463,1.35,1.067,293.38641,1.34,6392,10.054,11.424,49.125359,3.43,,2.391783394,141.7334958,0.2208256,0.403096458,K08221.01
464,2.61,1.213,264.466625,1.236,6551,10.289,11.423,45.545109,3.41,,7.335729394,149.650512,0.643669595,6.626211919,K05632.01
465,2.32,0.846,135.1879934,0.906,5731,11.68,13.167,42.909458,3.33,,6.004599064,115.7488008,0.837866671,5.546911678,K00373.01
466,1.16,1.085,209.967521,1.042,6437,11.577,12.777,40.630409,3.29,,1.653242252,146.6468605,0.168752344,0.300391584,K05164.01
467,2.35,1.204,290.196139,1.403,6238,12.382,13.717,49.683189,3.2,,6.13719335,139.9076322,0.524693223,1.685383172,K05919.01
468,0.62,0.877,117.761,0.85,5564,10.026,11.67,49.623451,3.06,,0.175525065,113.8879453,0.025037412,1.300723299,K00365.02
469,2.02,1.314,421.98194,1.515,6760,11.406,12.554,44.216881,2.96,,4.745169912,171.215953,0.337811233,1.823086202,K05502.01
470,5.97,1.03,440.171272,1.679,6261,11.994,13.347,48.220268,2.96,,29.94406817,146.5115976,2.472459987,4.232542645,K05833.01
471,1.64,0.993,436.18813,1.497,6499,11.996,13.35,40.068352,2.84,,3.329576377,161.3514998,0.28256306,1.074767543,K05101.01
472,1.86,1.077,188.881049,0.999,6077,11.764,13.245,46.131882,2.79,,4.124073959,142.1874173,0.438231608,3.150616999,K07940.01
473,3.54,1.529,578.21623,3.244,5166,10.32,12.334,43.83334,2.74,,12.31572507,103.7554688,0.713524275,1.3559135,K05457.01
