# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  5 08:14:35 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_tranflag = 1
# CONSTRAINT:  and st_vjstr < 16)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_tranflag:    Planet Transit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
# COLUMN st_j:           J-band (2MASS) [mag]
# COLUMN st_jerr:        J-band (2MASS) Unc. [mag]
# COLUMN st_jlim:        J-band (2MASS) Limit Flag
# COLUMN st_h:           H-band (2MASS) [mag]
# COLUMN st_herr:        H-band (2MASS) Unc. [mag]
# COLUMN st_hlim:        H-band (2MASS) Limit Flag
# COLUMN st_k:           Ks-band (2MASS) [mag]
# COLUMN st_kerr:        Ks-band (2MASS) Unc. [mag]
# COLUMN st_klim:        Ks-band (2MASS) Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_facility,st_vj,st_vjerr,st_vjlim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim
HATS-42,b,HATS-42 b,Transit,0,1,2.29210200,0.00000210,-0.00000210,0,0.036890,0.000650,-0.000650,0,0.229000,,,1,85.100,2.100,-2.100,0,0.83000,0.28000,-0.28000,0,0,0,0,0,07h13m48.58s,108.452415,-33d26m14.4s,-33.437332,942.00,126.00,-80.00,0,819.20,10.81,-10.81,0,13.617,0.010,0,V (Johnson),13.480,,0,6060.00,120.00,-120.00,0,1.27,0.07,-0.07,0,1.48,0.20,-0.12,0,2018-04-12,1,1856,105,-76,0,,,,0,597.52040,47.67450,-47.67450,0,15.693,2.802,-1.569,0,HATSouth,13.617,0.010,0,12.543,0.024,0,12.281,0.026,0,12.245,0.029,0
K2-129,b,K2-129 b,Transit,0,1,8.23949300,0.00029200,-0.00029100,0,0.057000,0.003000,-0.004000,0,0.130000,0.210105,-0.109504,0,89.210,0.500,-0.480,0,,,,0,0,0,1,0,19h16m35.60s,289.148315,-25d38m41.9s,-25.644964,27.82,0.07,-0.07,0,27.82,0.07,-0.07,0,13.630,0.034,0,V (Johnson),12.462,,0,3459.09,89.05,-83.62,0,0.36,0.07,-0.07,0,0.36,0.03,-0.03,0,2017-10-05,1,,,,0,4.5000,0.6000,-0.5000,0,,,,0,1.040,0.100,-0.090,0,K2,13.630,0.034,0,9.697,0.022,0,9.102,0.023,0,8.852,0.021,0
HATS-46,b,HATS-46 b,Transit,0,1,4.74237290,0.00000490,-0.00000490,0,0.053670,0.000530,-0.000530,0,0.559000,,,1,87.320,0.220,-0.310,0,0.28000,0.12000,-0.12000,0,0,0,0,0,00h26m48.58s,6.702417,-56d18m58.0s,-56.316113,448.00,22.00,-22.00,0,459.82,3.97,-3.97,0,13.634,0.050,0,V (Johnson),13.527,,0,5495.00,69.00,-69.00,0,0.92,0.03,-0.03,0,0.85,0.04,-0.03,0,2018-05-24,1,1054,29,-29,0,,,,0,54.98459,19.70546,-19.70546,0,10.122,0.650,-0.504,0,HATSouth,13.634,0.050,0,12.366,0.021,0,11.993,0.020,0,11.965,0.023,0
HATS-67,b,HATS-67 b,Transit,0,1,1.60917880,0.00000400,-0.00000400,0,0.030320,0.000150,-0.000150,0,0.057000,,,0,79.030,0.260,-0.260,0,0.37400,0.04700,-0.04700,0,0,0,0,0,12h00m50.1183s,180.208826,-46d08m11.1247s,-46.136424,982.00,19.00,-19.00,0,987.07,24.60,-24.60,0,13.653,0.010,0,V (Johnson),13.560,,0,6594.00,33.00,-33.00,0,1.44,0.02,-0.02,0,1.44,0.03,-0.03,0,2019-01-17,1,2193,22,-22,0,3821.0000,153.0000,-147.0000,0,460.85350,38.13960,-38.13960,0,18.887,0.527,-0.527,0,HATSouth,13.653,0.010,0,12.638,0.023,0,12.346,0.022,0,12.327,0.024,0
HATS-52,b,HATS-52 b,Transit,0,1,1.36665436,0.00000094,-0.00000094,0,0.024980,0.000400,-0.000400,0,0.246000,,,1,84.700,1.100,-1.100,0,1.06000,0.19000,-0.19000,0,0,0,0,0,09h20m21.05s,140.087708,-31d16m09.6s,-31.269333,631.00,44.00,-44.00,0,564.14,6.21,-6.21,0,13.669,0.040,0,V (Johnson),13.627,,0,6010.00,150.00,-150.00,0,1.11,0.05,-0.05,0,1.05,0.06,-0.06,0,2018-01-05,1,1834,73,-73,0,,,,0,711.93920,47.67450,-47.67450,0,15.491,0.964,-0.964,0,HATSouth,13.669,0.040,0,12.523,0.032,0,12.218,0.034,0,12.114,0.029,0
NGTS-8,b,NGTS-8 b,Transit,0,1,2.49970000,0.00001000,-0.00001000,0,0.035000,0.001000,-0.001000,0,0.010000,0.014000,-0.010000,0,86.900,0.500,-0.500,0,0.89000,0.08000,-0.07000,0,0,0,0,0,21h55m54.2s,328.975833,-14d04m05.85s,-14.068292,434.28,5.65,-5.65,0,434.28,5.65,-5.65,0,13.680,0.060,0,V (Johnson),13.495,,0,5241.00,50.00,-50.00,0,0.89,0.05,-0.04,0,0.98,0.02,-0.02,0,2019-11-21,1,1345,19,-19,0,503.0000,33.0000,-33.0000,0,295.58190,12.71320,-9.53490,0,12.218,0.336,-0.336,0,Paranal Observatory,13.680,0.060,0,12.140,0.019,0,11.751,0.023,0,11.642,0.019,0
K2-113,b,K2-113 b,Transit,0,1,5.81768500,0.00004100,-0.00004100,0,0.064200,0.000900,-0.000900,0,,,,0,,,,0,,,,0,0,0,1,1,01h17m47.83s,19.449286,+06d52m08.0s,6.868895,649.75,13.49,-13.49,0,647.61,13.83,-13.83,0,13.684,0.030,0,V (Johnson),13.504,,0,5660.00,87.00,-87.00,0,1.04,0.04,-0.04,0,1.24,0.03,-0.03,0,2018-10-26,1,1098,23,-23,0,,,,0,,,,0,12.140,0.350,-0.350,0,K2,13.684,0.030,0,12.347,0.023,0,11.998,0.025,0,11.949,0.021,0
CoRoT-9,b,CoRoT-9 b,Transit,0,1,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,0.133000,0.042000,-0.037000,0,89.900,0.066,-0.084,0,0.86000,0.18000,-0.16000,0,0,0,0,1,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,417.89,4.75,-4.75,0,417.89,4.75,-4.75,0,13.690,,0,V (Johnson),13.501,,0,5625.00,80.00,-80.00,0,0.96,0.04,-0.04,0,0.96,0.06,-0.06,0,2017-12-14,1,420,16,-16,0,,,,0,266.97720,15.89150,-15.89150,0,11.949,0.841,-0.706,0,CoRoT,13.690,,0,12.175,0.028,0,11.813,0.021,0,11.688,0.023,0
K2-257,b,K2-257 b,Transit,0,1,1.60588000,0.00014000,-0.00013000,0,0.021600,0.000200,-0.000200,0,,,,0,,,,0,,,,0,0,0,1,0,12h33m06.84s,188.278488,-01d57m11.4s,-1.953159,64.10,0.30,-0.30,0,64.12,0.26,-0.26,0,13.716,0.030,0,V (Johnson),12.860,,0,3725.00,80.00,-46.00,0,0.52,0.01,-0.01,0,0.50,0.01,-0.01,0,2018-07-12,1,789,14,-14,0,,,,0,,,,0,0.830,0.060,-0.050,0,K2,13.716,0.030,0,10.477,0.022,0,9.898,0.021,0,9.661,0.019,0
TrES-5,b,TrES-5 b,Transit,0,1,1.48224686,0.00000614,-0.00000614,0,0.024590,0.000700,-0.000700,0,,,,,84.270,0.260,-0.260,0,1.31000,0.05200,-0.05200,0,0,0,0,0,20h20m53.24s,305.221841,+59d26m55.6s,59.448788,364.10,1.94,-1.94,0,364.10,1.94,-1.94,0,13.718,0.005,0,V (Johnson),13.460,,0,5171.00,36.00,-36.00,0,0.90,0.03,-0.03,0,0.87,0.01,-0.01,0,2015-04-16,1,1480,13,-13,0,,,,,568.91570,21.61244,-21.61244,0,13.384,0.168,-0.168,0,TrES,13.718,0.005,0,12.111,0.026,0,11.673,0.023,0,11.591,0.019,0
K2-152,b,K2-152 b,Transit,0,1,32.64790000,0.01141000,-0.01483000,0,0.171600,0.001200,-0.001200,0,,,,0,,,,0,,,,0,0,0,1,0,12h06m31.87s,181.632797,-05d49m38.7s,-5.827410,108.70,0.40,-0.40,0,108.79,0.41,-0.41,0,13.728,0.020,0,V (Johnson),13.038,,0,4044.00,34.00,-35.00,0,0.63,0.01,-0.01,0,0.61,0.01,-0.01,0,2018-07-12,1,337,3,-3,0,,,,0,,,,0,2.290,0.250,-0.240,0,K2,13.728,0.020,0,10.956,0.026,0,10.277,0.023,0,10.096,0.021,0
HAT-P-53,b,HAT-P-53 b,Transit,0,1,1.96162410,0.00000390,-0.00000390,0,0.031590,0.000420,-0.000420,0,0.134000,,,1,86.200,1.500,-1.500,0,0.80000,0.15000,-0.15000,0,0,0,0,0,01h27m29.07s,21.871105,+38d58m05.3s,38.968147,719.00,43.00,-43.00,0,679.74,15.41,-15.41,0,13.730,0.180,0,V (Johnson),13.514,,0,5956.00,50.00,-50.00,0,1.09,0.04,-0.04,0,1.21,0.08,-0.06,0,2015-11-19,1,1778,48,-48,0,,,,,471.65972,17.79848,-17.79848,0,14.773,1.020,-1.020,0,HATNet,13.730,0.180,0,12.468,0.019,0,12.202,0.024,0,12.100,0.017,0
Kepler-412,b,Kepler-412 b,Transit,0,1,1.72086040,0.00000030,-0.00000030,0,0.028970,0.000930,-0.000920,0,,,,,80.559,0.084,-0.079,0,0.52000,0.13000,-0.04000,0,1,1,0,1,19h04m26.48s,286.110327,+43d40m51.4s,43.680958,1121.32,20.26,-20.26,0,1121.32,20.26,-20.26,0,13.730,0.240,0,V (Johnson),14.249,,0,5750.00,90.00,-90.00,0,1.17,0.09,-0.09,0,1.29,0.04,-0.04,0,2015-10-15,1,1850,30,-30,0,,,,,299.07803,39.72875,-6.03877,0,15.031,0.493,-0.516,0,Kepler,13.730,0.240,0,13.190,0.027,0,12.932,0.033,0,12.837,0.031,0
K2-238,b,K2-238 b,Transit,0,1,3.20466000,0.00003000,-0.00003000,0,0.046000,0.007000,-0.006000,0,0.000000,,,0,84.500,1.800,-1.500,0,0.56000,0.25000,-0.16000,0,0,0,1,0,23h10m49.04s,347.704346,-07d51m27.0s,-7.857499,453.00,72.00,-46.00,0,6779.46,9180.82,-9180.82,0,13.748,0.020,0,V (Johnson),13.664,,0,5630.00,78.00,-78.00,0,1.19,0.08,-0.08,0,1.59,0.16,-0.16,0,2018-06-21,1,1587,75,-76,0,,,,0,273.33380,41.31790,-38.13960,0,14.572,1.681,-1.569,0,Paranal Observatory,13.748,0.020,0,12.464,0.032,0,12.095,0.038,0,12.032,0.033,0
K2-255,b,K2-255 b,Transit,0,1,1.96417000,0.00004000,-0.00004000,0,0.027400,0.000300,-0.000300,0,,,,0,,,,0,,,,0,0,0,1,0,12h39m39.12s,189.912994,-03d22m14.0s,-3.370542,192.40,1.50,-1.50,0,192.66,1.53,-1.53,0,13.756,0.050,0,V (Johnson),13.309,,0,4676.00,63.00,-61.00,0,0.71,0.03,-0.03,0,0.69,0.01,-0.01,0,2018-07-12,1,1034,17,-17,0,,,,0,,,,0,2.900,0.280,-0.110,0,K2,13.756,0.050,0,11.556,0.025,0,10.956,0.025,0,10.827,0.025,0
K2-270,b,K2-270 b,Transit,0,2,1.54306900,0.00018900,-0.00018500,0,0.024700,0.000200,-0.000200,0,,,,0,,,,0,,,,0,0,0,1,0,08h45m03.98s,131.266602,+13d32m59.4s,13.549833,283.53,2.33,-2.33,0,282.79,2.39,-2.39,0,13.782,0.020,0,V (Johnson),13.470,,0,4877.00,58.00,-58.00,0,0.85,0.02,-0.02,0,0.77,0.01,-0.01,0,2018-10-26,1,1203,17,-17,0,,,,0,,,,0,1.380,0.110,-0.110,0,K2,13.782,0.020,0,11.968,0.023,0,11.462,0.019,0,11.368,0.021,0
K2-270,c,K2-270 c,Transit,0,2,4.40002800,0.00016900,-0.00017800,0,0.049700,0.000400,-0.000400,0,,,,0,,,,0,,,,0,0,0,1,0,08h45m03.98s,131.266602,+13d32m59.4s,13.549833,283.53,2.33,-2.33,0,282.79,2.39,-2.39,0,13.782,0.020,0,V (Johnson),13.470,,0,4877.00,58.00,-58.00,0,0.85,0.02,-0.02,0,0.77,0.01,-0.01,0,2018-10-26,1,848,12,-12,0,,,,0,,,,0,2.950,0.160,-0.160,0,K2,13.782,0.020,0,11.968,0.023,0,11.462,0.019,0,11.368,0.021,0
HATS-14,b,HATS-14 b,Transit,0,1,2.76676410,0.00000270,-0.00000270,0,0.038150,0.000320,-0.000320,0,0.142000,,,1,88.830,0.660,-0.660,0,1.19100,0.09800,-0.14000,0,0,0,0,1,20h52m51.71s,313.215479,-25d41m14.4s,-25.687334,513.00,14.00,-14.00,0,520.51,9.32,-9.32,0,13.790,0.100,0,V (Johnson),13.771,,0,5346.00,60.00,-60.00,0,0.97,0.02,-0.02,0,0.93,0.02,-0.01,0,2015-08-13,1,1276,20,-20,0,,,,,340.39593,22.24810,-22.24810,0,11.646,0.359,-0.247,0,HATSouth,13.790,0.100,0,12.518,0.023,0,12.129,0.021,0,12.037,0.017,0
HATS-53,b,HATS-53 b,Transit,0,1,3.85377680,0.00000380,-0.00000380,0,0.047530,0.000660,-0.000660,0,0.330000,,,1,88.780,0.550,-0.550,0,0.30300,0.05500,-0.05500,0,0,0,0,0,11h46m30.72s,176.628006,-33d51m36.2s,-33.860054,613.00,19.00,-19.00,0,595.76,8.60,-8.60,0,13.790,0.030,0,V (Johnson),13.656,,0,5644.00,94.00,-94.00,0,0.96,0.04,-0.04,0,1.10,0.03,-0.02,0,2018-01-05,1,1312,25,-25,0,,,,0,189.10885,28.28687,-28.28687,0,15.020,0.628,-0.628,0,HATSouth,13.790,0.030,0,12.458,0.022,0,12.088,0.026,0,12.046,0.026,0
Kepler-101,b,Kepler-101 b,Transit,0,2,3.48768120,0.00000700,-0.00000700,0,0.047400,0.001000,-0.000800,0,0.086000,0.080000,-0.059000,0,85.820,1.730,-1.530,0,1.45000,0.83000,-0.48000,0,0,1,0,1,18h53m01.32s,283.255489,+48d21m18.8s,48.355228,953.44,15.50,-15.50,0,953.44,15.50,-15.50,0,13.800,,0,V (Johnson),13.567,,0,5667.00,50.00,-50.00,0,1.17,0.07,-0.05,0,1.56,0.20,-0.20,0,2014-09-25,1,1513,103,-145,0,,,,,51.10000,5.10000,-4.70000,0,5.770,0.850,-0.790,0,Kepler,13.800,,0,12.403,0.025,0,12.112,0.019,0,12.011,0.020,0
Kepler-101,c,Kepler-101 c,Transit,0,2,6.02976000,0.00007500,-0.00007500,0,0.068400,0.001400,-0.001400,0,0.000000,,,0,84.600,3.400,-3.100,0,10.50000,,,1,0,1,0,1,18h53m01.32s,283.255489,+48d21m18.8s,48.355228,953.44,15.50,-15.50,0,953.44,15.50,-15.50,0,13.800,,0,V (Johnson),13.567,,0,5667.00,50.00,-50.00,0,1.17,0.07,-0.05,0,1.56,0.20,-0.20,0,2014-09-25,1,1413,238,-210,0,,,,,3.78000,,,1,1.250,0.190,-0.170,0,Kepler,13.800,,0,12.403,0.025,0,12.112,0.019,0,12.011,0.020,0
Kepler-12,b,Kepler-12 b,Transit,0,1,4.43796290,0.00000060,-0.00000060,0,0.055300,0.001000,-0.001200,0,,,,,88.796,0.088,-0.074,0,0.11000,0.02000,-0.02000,0,0,1,0,1,19h04m58.42s,286.243425,+50d02m25.4s,50.040382,904.40,10.19,-10.19,0,904.40,10.19,-10.19,0,13.800,,0,V (Johnson),13.360,,0,5947.00,100.00,-100.00,0,1.17,0.05,-0.05,0,1.48,0.03,-0.03,0,2015-10-15,1,1480,30,-30,0,,,,,137.30256,16.84499,-16.20933,0,19.661,0.347,-0.404,0,Kepler,13.800,,0,12.406,0.026,0,12.107,0.031,0,12.066,0.023,0
K2-271,b,K2-271 b,Transit,0,1,8.56242100,0.00012700,-0.00012700,0,0.077000,0.000800,-0.000900,0,,,,0,,,,0,,,,0,0,0,1,0,08h20m53.73s,125.223885,+16d05m27.4s,16.090946,571.47,13.59,-13.59,0,573.61,14.04,-14.04,0,13.827,0.020,0,V (Johnson),13.658,,0,5644.00,71.00,-71.00,0,0.83,0.03,-0.03,0,0.99,0.03,-0.03,0,2018-10-26,1,893,17,-17,0,,,,0,,,,0,7.280,0.230,-0.230,0,K2,13.827,0.020,0,12.555,0.023,0,12.203,0.022,0,12.154,0.021,0
HATS-16,b,HATS-16 b,Transit,0,1,2.68650200,0.00001100,-0.00001100,0,0.037440,0.000450,-0.000450,0,0.000000,,,1,83.530,1.370,-0.860,0,1.86000,0.94000,-0.48000,0,0,0,0,0,23h54m14.09s,358.558710,-30d00m46.8s,-30.012999,774.00,74.00,-74.00,0,773.93,14.00,-14.00,0,13.834,0.020,0,V (Johnson),13.686,,0,5738.00,79.00,-79.00,0,0.97,0.04,-0.04,0,1.24,0.10,-0.13,0,2016-06-23,1,1592,61,-82,0,,,,,1039.30410,60.38770,-60.38770,0,14.572,1.681,-1.681,0,HATSouth,13.834,0.020,0,12.652,0.021,0,12.335,0.024,0,12.280,0.019,0
K2-272,b,K2-272 b,Transit,0,1,14.45353300,0.00132800,-0.00136000,0,0.108100,0.001600,-0.001700,0,,,,0,,,,0,,,,0,0,0,1,0,08h50m29.07s,132.621124,+17d32m32.8s,17.542444,426.57,5.30,-5.30,0,428.26,5.48,-5.48,0,13.841,0.020,0,V (Johnson),13.667,,0,5419.00,79.00,-79.00,0,0.81,0.04,-0.04,0,0.81,0.01,-0.01,0,2018-10-26,1,655,12,-12,0,,,,0,,,,0,2.910,0.150,-0.150,0,K2,13.841,0.020,0,12.486,0.022,0,12.076,0.020,0,12.000,0.018,0
HATS-34,b,HATS-34 b,Transit,0,1,2.10616070,0.00000470,-0.00000470,0,0.031660,0.000340,-0.000340,0,0.108000,,,1,82.280,0.430,-0.590,0,0.40000,0.19000,-0.13000,0,0,0,0,0,00h03m05.88s,0.774485,-62d28m09.6s,-62.469341,532.00,32.00,-32.00,0,516.43,3.98,-3.98,0,13.849,0.010,0,V (Johnson),13.679,,0,5380.00,73.00,-73.00,0,0.95,0.03,-0.03,0,0.98,0.05,-0.05,0,2016-12-01,1,1445,42,-42,0,,,,,299.07803,22.88376,-22.88376,0,16.029,2.130,-2.130,0,HATSouth,13.849,0.010,0,12.513,0.021,0,12.139,0.020,0,12.095,0.017,0
K2-268,b,K2-268 b,Transit,0,2,2.15189400,0.00039300,-0.00036300,0,0.030800,0.000200,-0.000200,0,,,,0,,,,0,,,,0,0,0,1,0,08h54m50.29s,133.709549,+11d50m53.8s,11.848265,331.46,3.15,-3.15,0,330.89,3.24,-3.24,0,13.853,0.050,0,V (Johnson),13.563,,0,5068.00,51.00,-51.00,0,0.84,0.02,-0.02,0,0.78,0.01,-0.01,0,2018-10-26,1,1121,14,-14,0,,,,0,,,,0,1.410,0.140,-0.140,0,K2,13.853,0.050,0,12.158,0.021,0,11.720,0.028,0,11.639,0.023,0
K2-268,c,K2-268 c,Transit,0,2,9.32684100,0.00153200,-0.00161700,0,0.081900,0.000600,-0.000600,0,,,,0,,,,0,,,,0,0,0,1,0,08h54m50.29s,133.709549,+11d50m53.8s,11.848265,331.46,3.15,-3.15,0,330.89,3.24,-3.24,0,13.853,0.050,0,V (Johnson),13.563,,0,5068.00,51.00,-51.00,0,0.84,0.02,-0.02,0,0.78,0.01,-0.01,0,2018-10-26,1,688,8,-8,0,,,,0,,,,0,2.690,0.240,-0.240,0,K2,13.853,0.050,0,12.158,0.021,0,11.720,0.028,0,11.639,0.023,0
K2-90,b,K2-90 b,Transit,0,2,13.73331400,0.00008300,-0.00009900,0,0.096000,0.001000,-0.001000,0,,,,0,89.240,0.090,-0.090,0,,,,0,0,0,1,1,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,134.90,1.70,-1.70,0,134.71,0.42,-0.42,0,13.855,0.040,0,V (Johnson),13.229,,0,4484.00,58.00,-50.00,0,0.63,0.02,-0.02,0,0.62,0.01,-0.01,0,2019-01-31,1,502,8,-8,0,,,,0,,,,0,2.600,0.100,-0.100,0,K2,13.855,0.040,0,11.168,0.023,0,10.495,0.027,0,10.360,0.020,0
K2-90,c,K2-90 c,Transit,0,2,2.90070600,0.00033100,-0.00031900,0,0.035000,0.001000,-0.001000,0,0.190000,0.211462,-0.153189,0,86.940,1.460,-0.670,0,,,,0,0,0,1,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,134.90,1.70,-1.70,0,134.71,0.42,-0.42,0,13.855,0.040,0,V (Johnson),13.229,,0,4484.00,58.00,-50.00,0,0.63,0.02,-0.02,0,0.62,0.01,-0.01,0,2017-10-26,1,,,,0,80.8000,13.2000,-11.1000,0,,,,0,1.300,0.130,-0.110,0,K2,13.855,0.040,0,11.168,0.023,0,10.495,0.027,0,10.360,0.020,0
K2-288 B,b,K2-288 B b,Transit,0,1,31.39346300,0.00006700,-0.00006900,0,0.164000,0.030000,-0.030000,0,,,,0,89.810,0.130,-0.170,0,,,,0,0,0,1,0,03h41m46.43s,55.443439,+18d16m08.0s,18.268902,65.72,0.87,-0.87,0,65.72,0.87,-0.87,0,13.868,0.120,0,V (Johnson),14.545,,0,3341.00,276.00,-276.00,0,0.33,0.02,-0.02,0,0.32,0.03,-0.03,0,2019-01-10,1,226,22,-22,0,,,,0,,,,0,1.900,0.300,-0.300,0,Kepler,13.868,0.120,0,10.545,0.020,0,9.946,0.023,0,9.724,0.018,0
