# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 20 13:33:40 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CANDIDATE%'
# CONSTRAINT:  and koi_prad_str < 25
# CONSTRAINT:  and koi_gmag < 14)
# CONSTRAINT:  order by koi_insol desc, koi_disposition desc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_gmag:       g'-band [mag]
# COLUMN koi_jmag:       J-band [mag]
# COLUMN koi_kmag:       K-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_jmag,koi_kmag
5856571,K01839.02,,CANDIDATE,Done,CANDIDATE,0.9850,0,0,0,0,80.410378300,6.0010000e-04,-6.0010000e-04,171.2962600,5.610000e-03,-5.610000e-03,0.9130,0.0680,-0.6380,3.48700,0.19200,-0.19200,5.9140e+02,4.680e+01,-4.680e+01,4.93,2.860e+00,-2.860e+00,535.0,,,19.35,35.61,-16.29,14.00,2,q1_q17_dr25_tce,5476.00,179.00,-146.00,3.904,0.693,-0.297,1.6730,0.9710,-0.9710,0.8190,0.1220,-0.1000,284.094570,41.182819,13.237,13.808,11.905,11.422
2852810,K06097.04,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,126.505657000,7.8690000e-03,-7.8690000e-03,239.6930000,4.890000e-02,-4.890000e-02,0.1855,0.2709,-0.1855,8.83600,0.93900,-0.93900,9.5500e+01,1.590e+01,-1.590e+01,1.51,8.200e-01,-3.100e-01,528.0,,,18.42,30.03,-8.44,3.70,5,q1_q16_tce,7092.00,195.00,-264.00,4.176,0.144,-0.298,1.5250,0.8180,-0.3140,1.2720,0.2900,-0.2020,291.515750,38.058418,12.749,12.927,11.877,11.664
8686373,K04066.01,,CANDIDATE,Done,CANDIDATE,0.9880,0,0,0,0,126.557190000,1.2170000e-03,-1.2170000e-03,145.6973600,8.720000e-03,-8.720000e-03,0.9650,0.0060,-0.6750,8.07900,0.54800,-0.54800,3.6640e+02,1.640e+01,-1.640e+01,4.59,1.440e+00,-1.430e+00,524.0,,,17.85,16.39,-10.61,24.80,1,q1_q17_dr25_tce,6501.00,179.00,-247.00,4.054,0.231,-0.189,1.8540,0.5780,-0.5780,1.4190,0.2100,-0.2560,290.730010,44.836121,13.666,13.850,12.464,12.201
9394953,K05665.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,100.494129000,1.5650000e-03,-1.5650000e-03,153.8021000,1.260000e-02,-1.260000e-02,0.0813,0.3756,-0.0811,2.67900,0.38200,-0.38200,5.7600e+01,1.040e+01,-1.040e+01,1.33,5.000e-02,-6.000e-02,523.0,,,17.64,2.05,-2.26,6.90,1,q1_q16_tce,6018.00,65.00,-65.00,4.036,0.014,-0.019,1.7500,0.0600,-0.0800,1.2400,0.0900,-0.1800,287.354800,45.948662,11.484,11.879,10.367,9.983
7974634,K06168.02,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,75.072964000,4.9140000e-03,-4.9140000e-03,147.1591000,3.730000e-02,-3.730000e-02,0.2602,0.1842,-0.2601,9.21000,1.90000,-1.90000,7.4300e+01,1.480e+01,-1.480e+01,1.09,7.400e-01,-1.600e-01,522.0,,,17.51,37.10,-6.36,7.10,3,q1_q16_tce,6443.00,153.00,-215.00,4.325,0.086,-0.373,1.2480,0.8550,-0.1820,1.1980,0.2940,-0.1770,296.586980,43.766918,12.236,12.526,11.259,10.998
3629967,K01901.01,,CANDIDATE,Done,CANDIDATE,0.9560,0,0,0,0,85.654247600,4.3280000e-04,-4.3280000e-04,155.1234600,3.870000e-03,-3.870000e-03,0.0120,0.4420,-0.0120,6.86600,0.12200,-0.12200,4.7600e+02,1.490e+01,-1.490e+01,3.56,5.400e-01,-8.200e-01,522.0,,,17.51,6.89,-7.72,36.60,1,q1_q17_dr25_tce,5818.00,69.00,-86.00,4.065,0.202,-0.081,1.6470,0.2520,-0.3780,1.1490,0.1280,-0.1050,286.402310,38.738541,13.340,13.739,12.300,12.005
4255944,K06111.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,228.654120000,6.3420000e-03,-6.3420000e-03,282.7548000,2.420000e-02,-2.420000e-02,0.2250,0.2337,-0.2248,2.48700,0.50000,-0.50000,1.7910e+02,3.610e+01,-3.610e+01,3.63,1.270e+00,-1.170e+00,521.0,,,17.44,18.26,-10.78,6.60,3,q1_q16_tce,6845.00,203.00,-309.00,3.849,0.251,-0.213,2.6740,0.9350,-0.8620,1.8430,0.2620,-0.3750,289.848180,39.331463,12.914,13.443,12.249,12.039
4141593,K07685.01,,CANDIDATE,Done,CANDIDATE,0.6510,0,0,0,0,64.740274000,1.4850000e-03,-1.4850000e-03,149.9922000,2.100000e-02,-2.100000e-02,0.7400,0.1840,-0.5140,15.08200,0.51300,-0.51300,1.1310e+02,7.300e+00,-7.300e+00,1.35,3.900e-01,-3.100e-01,518.0,,,16.96,14.20,-8.13,16.40,1,q1_q17_dr25_tce,5999.00,163.00,-181.00,4.263,0.220,-0.180,1.1770,0.3350,-0.2740,0.9260,0.1320,-0.0960,286.773130,39.277531,13.219,13.679,12.094,11.720
11097752,K05867.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,359.845500000,2.7540000e-02,-2.7540000e-02,210.5057000,4.630000e-02,-4.630000e-02,0.4022,0.0117,-0.4022,34.84000,9.30000,-9.30000,5.0390e+02,4.610e+01,-4.610e+01,14.76,1.460e+00,-3.420e+00,510.0,,,16.01,4.73,-7.65,12.30,1,q1_q16_tce,4945.00,88.00,-149.00,3.058,0.032,-0.028,6.6320,0.6560,-1.5360,1.8350,0.3440,-0.7430,297.650700,48.617802,12.117,12.943,10.412,9.762
7584650,K02631.01,,CANDIDATE,Done,CANDIDATE,0.9100,0,0,0,0,44.997760400,5.1730000e-04,-5.1730000e-04,160.2298000,1.010000e-02,-1.010000e-02,0.9280,0.0130,-0.6470,9.68600,0.19300,-0.19300,1.7020e+02,8.300e+00,-8.300e+00,1.59,2.300e-01,-8.000e-02,508.0,,,15.74,5.91,-2.25,21.40,1,q1_q17_dr25_tce,5871.00,70.00,-88.00,4.493,0.019,-0.110,0.9830,0.1430,-0.0450,1.0970,0.0450,-0.0760,282.239690,43.244049,13.468,13.871,12.360,12.039
7592529,K06889.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,75.906736000,3.8780000e-03,-3.8780000e-03,185.6963000,4.080000e-02,-4.080000e-02,0.0506,0.4031,-0.0506,11.64000,1.60000,-1.60000,2.6900e+01,4.800e+00,-4.800e+00,0.63,2.300e-01,-1.200e-01,507.0,,,15.65,16.64,-6.60,9.20,1,q1_q17_dr24_tce,6140.00,151.00,-170.00,4.248,0.189,-0.189,1.2060,0.4440,-0.2360,0.9410,0.1440,-0.1010,286.142910,43.236351,11.649,12.000,10.580,10.297
10026544,K02312.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,176.331289000,7.9950000e-03,-7.9950000e-03,170.8589000,4.150000e-02,-4.150000e-02,0.2455,0.2440,-0.2455,13.89000,1.70000,-1.70000,1.0980e+02,1.350e+01,-1.350e+01,2.38,4.300e-01,-6.500e-01,505.0,,,15.40,7.99,-7.92,8.40,,,6146.00,128.00,-127.00,3.800,0.209,-0.106,2.2510,0.4110,-0.6150,1.1660,0.1430,-0.1780,297.283170,46.904530,12.982,12.982,11.603,11.321
11651240,K05925.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,93.006000000,2.2150000e-03,-2.2150000e-03,144.3600000,2.210000e-02,-2.210000e-02,0.4428,0.0283,-0.4426,2.46100,0.86800,-0.86800,1.2540e+02,2.970e+01,-2.970e+01,1.97,1.020e+00,-7.800e-01,503.0,,,15.18,24.12,-10.19,6.70,1,q1_q16_tce,5518.00,167.00,-131.00,3.973,0.391,-0.264,1.7420,0.8990,-0.6940,1.0400,0.2850,-0.1350,285.408420,49.763641,12.979,13.559,11.696,11.170
11251991,K05881.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,134.358720000,5.2210000e-03,-5.2210000e-03,201.2636000,3.790000e-02,-3.790000e-02,0.2786,0.1768,-0.2784,13.30000,1.20000,-1.20000,7.5200e+01,5.400e+00,-5.400e+00,1.27,6.200e-01,-2.500e-01,499.0,,,14.61,21.24,-6.23,16.50,1,q1_q16_tce,6948.00,173.00,-221.00,4.194,0.147,-0.275,1.4330,0.7040,-0.2750,1.1710,0.2690,-0.1370,295.461490,48.903751,11.083,11.232,10.269,10.124
8937555,K05585.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,113.573945000,1.3970000e-03,-1.3970000e-03,216.4717800,7.210000e-03,-7.210000e-03,0.1359,0.3378,-0.1358,3.00700,0.34200,-0.34200,2.4960e+02,3.080e+01,-3.080e+01,3.45,2.170e+00,-1.980e+00,496.0,,,14.32,27.92,-12.01,7.80,1,q1_q16_tce,5155.00,140.00,-153.00,3.768,0.671,-0.370,2.2330,1.4020,-1.2800,1.0670,0.3190,-0.1740,285.099980,45.238110,12.397,13.089,10.908,10.345
9214176,K05640.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,348.665961000,6.5180000e-03,-6.5180000e-03,165.8497000,1.740000e-02,-1.740000e-02,0.0873,0.3565,-0.0873,3.84900,0.41900,-0.41900,3.9120e+02,4.540e+01,-4.540e+01,9.56,1.030e+00,-1.480e+00,493.0,,,13.93,4.57,-4.84,10.80,1,q1_q16_tce,5183.00,102.00,-116.00,3.166,0.029,-0.031,4.8900,0.5290,-0.7570,1.2760,0.2700,-0.3660,290.153140,45.635471,12.038,12.723,10.543,9.976
7429287,K04260.04,,CANDIDATE,Done,CANDIDATE,0.9710,0,0,0,0,84.799829000,3.3270000e-03,-3.3270000e-03,180.4426000,2.960000e-02,-2.960000e-02,0.7950,0.0010,-0.5660,15.21000,1.10000,-1.10000,5.6100e+01,4.300e+00,-4.300e+00,1.16,5.000e-02,-1.000e-02,491.0,,,13.79,2.00,-0.80,14.40,4,q1_q17_dr25_tce,5619.00,93.00,-42.00,4.070,0.013,-0.011,1.4060,0.0500,-0.0210,0.8480,0.0580,-0.0170,286.395840,43.075821,11.443,11.879,10.290,9.920
4276716,K01619.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,20.665437400,1.7850000e-04,-1.7850000e-04,132.0122900,6.510000e-03,-6.510000e-03,0.0500,0.4170,-0.0500,3.17200,0.21000,-0.21000,1.0040e+02,8.400e+00,-8.400e+00,0.66,3.000e-02,-4.000e-02,487.0,,,13.35,2.41,-2.34,13.60,1,q1_q17_dr25_tce,4830.00,96.00,-96.00,4.605,0.042,-0.021,0.6760,0.0300,-0.0370,0.6710,0.0480,-0.0260,294.990230,39.346378,11.759,12.533,10.282,9.593
1026957,K00958.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,21.761298120,1.7270000e-05,-1.7270000e-05,166.5404380,6.410000e-04,-6.410000e-04,0.1230,0.2880,-0.1230,1.24300,0.02600,-0.02600,1.3007e+03,2.680e+01,-2.680e+01,2.53,1.600e-01,-1.000e-01,486.0,,,13.18,3.00,-1.98,60.00,1,q1_q17_dr25_tce,4859.00,97.00,-97.00,4.612,0.015,-0.045,0.7200,0.0470,-0.0290,0.7810,0.0340,-0.0490,291.254490,36.743610,12.559,13.299,10.982,10.410
6268648,K01613.02,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,94.094392000,3.0530000e-03,-3.0530000e-03,196.7503000,3.330000e-02,-3.330000e-02,0.3200,0.1190,-0.3200,10.83300,0.60600,-0.60600,4.6600e+01,4.600e+00,-4.600e+00,0.90,4.000e-02,-3.000e-02,486.0,,,13.14,1.86,-1.72,10.60,2,q1_q17_dr25_tce,6099.00,79.00,-85.00,4.193,0.016,-0.018,1.3080,0.0540,-0.0540,0.9740,0.0710,-0.0640,285.476590,41.632717,11.049,11.985,10.588,10.282
7761918,K01808.01,,CANDIDATE,Done,CANDIDATE,0.9720,0,0,0,0,89.193573700,2.3010000e-04,-2.3010000e-04,217.8218400,2.040000e-03,-2.040000e-03,0.0150,0.4060,-0.0150,4.01040,0.07200,-0.07200,8.6830e+02,2.320e+01,-2.320e+01,3.81,6.900e-01,-6.200e-01,483.0,,,12.83,6.63,-4.61,43.50,1,q1_q17_dr25_tce,6071.00,134.00,-134.00,4.239,0.143,-0.117,1.2950,0.2320,-0.2110,1.0610,0.1090,-0.0730,294.743320,43.461208,12.487,12.826,11.544,11.264
1723078,K07624.01,,CANDIDATE,Done,CANDIDATE,0.2460,0,0,0,0,330.025002000,7.3520000e-03,-7.3520000e-03,364.8075000,1.180000e-02,-1.180000e-02,0.6800,0.2760,-0.4570,6.65900,0.60400,-0.60400,2.5920e+02,2.830e+01,-2.830e+01,5.92,7.900e-01,-2.390e+00,478.0,,,12.36,5.55,-8.42,12.20,1,q1_q17_dr25_tce,6126.00,185.00,-167.00,3.578,0.345,-0.115,3.4660,0.4660,-1.3990,1.6580,0.1670,-0.3900,291.868010,37.269878,12.668,13.118,11.547,11.226
10794974,K04235.01,,CANDIDATE,Done,CANDIDATE,0.9970,0,0,0,0,66.643456500,3.6880000e-04,-3.6880000e-04,170.0805800,4.490000e-03,-4.490000e-03,0.9850,0.0450,-0.7540,2.38500,0.18000,-0.18000,2.7730e+02,2.180e+01,-2.180e+01,2.99,6.200e-01,-3.800e-01,476.0,,,12.17,6.56,-3.40,14.80,1,q1_q17_dr25_tce,5751.00,77.00,-77.00,4.339,0.100,-0.150,1.1640,0.2420,-0.1490,1.0790,0.0730,-0.0600,290.922700,48.180328,13.224,13.498,12.290,12.055
3852872,K07673.01,,CANDIDATE,Done,CANDIDATE,0.7750,0,0,0,0,80.769893000,2.7160000e-03,-2.7160000e-03,188.5556000,3.290000e-02,-3.290000e-02,0.1580,0.3100,-0.1580,4.20000,1.50000,-1.50000,1.2850e+02,2.400e+01,-2.400e+01,1.87,1.170e+00,-9.600e-01,475.0,,,12.07,24.23,-9.48,6.70,1,q1_q17_dr25_tce,4965.00,164.00,-134.00,3.961,0.605,-0.326,1.7080,1.0670,-0.8730,0.9730,0.2110,-0.1410,292.138760,38.941540,13.026,13.849,11.513,10.911
11775507,K06245.02,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,112.317402000,2.0420000e-03,-2.0420000e-03,241.6462000,1.170000e-02,-1.170000e-02,0.5434,0.4220,-0.3447,3.47100,0.48700,-0.48700,1.8240e+02,2.560e+01,-2.560e+01,1.77,7.600e-01,-3.200e-01,475.0,,,12.05,15.69,-5.13,7.80,3,q1_q16_tce,6528.00,185.00,-252.00,4.257,0.151,-0.249,1.2600,0.5480,-0.2270,1.0460,0.2040,-0.1220,297.517820,49.917702,12.431,12.621,11.021,10.773
3425851,K00268.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,110.378382800,2.7790000e-04,-2.7790000e-04,175.9317000,1.870000e-03,-1.870000e-03,0.0140,0.3150,-0.0140,12.21100,0.06390,-0.06390,4.8980e+02,5.200e+00,-5.200e+00,3.02,1.400e-01,-1.500e-01,473.0,,,11.82,1.82,-1.65,108.90,1,q1_q17_dr25_tce,6342.00,86.00,-76.00,4.242,0.033,-0.030,1.3590,0.0620,-0.0680,1.1750,0.0580,-0.0650,285.728790,38.506973,10.560,11.102,9.948,9.604
7941200,K00092.01,,CANDIDATE,Done,CANDIDATE,0.9720,0,0,0,0,65.704527500,1.0610000e-04,-1.0610000e-04,137.4427500,1.400000e-03,-1.400000e-03,0.6630,0.1970,-0.4340,3.31040,0.04690,-0.04690,6.3610e+02,1.030e+01,-1.030e+01,2.78,4.200e-01,-2.500e-01,472.0,,,11.72,4.96,-2.80,70.40,1,q1_q17_dr25_tce,5918.00,106.00,-130.00,4.403,0.080,-0.120,1.0430,0.1580,-0.0920,1.0030,0.0720,-0.0640,283.374820,43.788219,11.667,12.041,10.627,10.300
6594945,K05300.01,,CANDIDATE,Done,CANDIDATE,0.0000,0,0,0,0,188.954072000,8.0360000e-03,-8.0360000e-03,160.7576000,2.740000e-02,-2.740000e-02,0.0140,0.4500,-0.0140,14.17000,1.10000,-1.10000,1.6650e+02,1.660e+01,-1.660e+01,2.46,5.400e-01,-7.300e-01,468.0,,,11.36,7.12,-6.33,10.90,1,q1_q17_dr25_tce,6392.00,155.00,-175.00,3.967,0.266,-0.114,1.8990,0.4100,-0.5630,1.2190,0.2210,-0.1810,288.281220,42.072079,13.039,13.366,11.993,11.735
8807057,K07093.01,,CANDIDATE,Done,CANDIDATE,0.4330,0,0,0,0,97.991569000,1.8570000e-03,-1.8570000e-03,134.6750000,1.370000e-02,-1.370000e-02,0.7110,0.2520,-0.4770,4.66500,0.51000,-0.51000,1.2680e+02,1.840e+01,-1.840e+01,1.41,4.700e-01,-1.600e-01,467.0,,,11.21,10.53,-3.43,9.00,1,q1_q17_dr25_tce,6499.00,144.00,-208.00,4.378,0.067,-0.216,1.1690,0.3890,-0.1300,1.1910,0.1850,-0.1520,286.553650,45.002338,13.650,13.959,12.639,12.330
8345384,K04399.01,,CANDIDATE,Done,CANDIDATE,0.9580,0,0,0,0,42.100335100,1.3890000e-04,-1.3890000e-04,143.0282700,2.780000e-03,-2.780000e-03,0.8800,0.0630,-0.6220,1.08340,0.09910,-0.09910,2.1400e+02,1.930e+01,-1.930e+01,1.42,1.600e-01,-7.000e-02,466.0,,,11.17,3.66,-1.92,13.90,1,q1_q17_dr25_tce,5595.00,100.00,-122.00,4.570,0.016,-0.093,0.8200,0.0920,-0.0400,0.9170,0.0430,-0.0760,282.128880,44.303162,11.965,12.463,10.781,10.353
11350634,K08050.01,,CANDIDATE,Done,CANDIDATE,0.2530,0,0,0,0,278.389350000,1.1170000e-02,-1.1170000e-02,299.5370000,2.130000e-02,-2.130000e-02,0.1200,0.3380,-0.1200,10.43000,0.78000,-0.78000,2.6280e+02,2.680e+01,-2.680e+01,6.81,1.030e+00,-1.770e+00,464.0,,,10.93,4.16,-5.35,11.20,1,q1_q17_dr25_tce,4951.00,51.00,-88.00,3.349,0.154,-0.112,4.3420,0.6570,-1.1270,1.5370,0.1870,-0.4060,291.968020,49.115311,12.795,13.543,11.264,10.716
7125794,K05358.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,126.586058000,3.6780000e-03,-3.6780000e-03,222.9909000,2.550000e-02,-2.550000e-02,0.7990,0.1494,-0.5480,5.41000,0.50900,-0.50900,1.2490e+02,1.590e+01,-1.590e+01,1.54,6.400e-01,-2.600e-01,460.0,,,10.54,12.80,-4.11,10.50,1,q1_q16_tce,6611.00,161.00,-209.00,4.269,0.136,-0.249,1.2490,0.5220,-0.2090,1.0570,0.1900,-0.1160,294.152340,42.618980,12.968,13.254,12.012,11.738
3229028,K06100.02,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,117.684591000,2.1070000e-03,-2.1070000e-03,157.4182000,1.430000e-02,-1.430000e-02,0.4466,0.0822,-0.4257,2.21900,0.54300,-0.54300,1.3460e+02,3.070e+01,-3.070e+01,1.52,8.200e-01,-2.800e-01,459.0,,,10.46,16.71,-4.43,5.30,2,q1_q16_tce,6362.00,158.00,-211.00,4.248,0.158,-0.283,1.2790,0.6840,-0.2400,1.0540,0.2630,-0.1190,289.811430,38.324951,13.036,13.388,11.989,11.661
10199984,K05776.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,198.600400000,3.4840000e-03,-3.4840000e-03,163.5660000,1.410000e-02,-1.410000e-02,0.6480,0.3126,-0.4289,3.53000,0.40700,-0.40700,3.0080e+02,3.680e+01,-3.680e+01,4.60,2.630e+00,-1.300e+00,458.0,,,10.45,18.21,-5.69,9.80,1,q1_q16_tce,5357.00,141.00,-160.00,3.641,0.256,-0.336,2.5220,1.4440,-0.7140,1.0140,0.2930,-0.1650,288.473180,47.247921,13.183,13.811,11.721,11.222
11566064,K00353.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,152.106043500,2.5800000e-04,-2.5800000e-04,176.5274100,1.360000e-03,-1.360000e-03,0.8780,0.0070,-0.0090,7.45170,0.09270,-0.09270,3.6883e+03,3.620e+01,-3.620e+01,11.58,1.980e+00,-2.430e+00,458.0,,,10.36,5.03,-4.38,116.30,1,q1_q17_dr25_tce,6200.00,124.00,-124.00,4.072,0.188,-0.101,1.6400,0.2810,-0.3430,1.1580,0.1400,-0.1050,295.212680,49.562180,13.374,13.587,12.455,12.228
4072271,K07680.01,,CANDIDATE,Done,CANDIDATE,0.4270,0,0,0,0,219.205790000,1.4660000e-02,-1.4660000e-02,327.8910000,3.800000e-02,-3.800000e-02,0.5170,0.0070,-0.4670,14.50000,1.50000,-1.50000,2.0780e+02,1.670e+01,-1.670e+01,2.66,8.500e-01,-5.600e-01,456.0,,,10.18,9.55,-4.89,15.20,1,q1_q17_dr25_tce,6990.00,194.00,-305.00,4.115,0.148,-0.181,1.7850,0.5670,-0.3780,1.5150,0.2070,-0.2310,295.315120,39.141048,12.449,12.955,11.825,11.639
8056665,K00089.02,,CANDIDATE,Done,CANDIDATE,0.9970,0,0,0,0,207.582930600,5.7370000e-04,-5.7370000e-04,289.8831100,2.040000e-03,-2.040000e-03,0.8400,0.0310,-0.5720,7.06860,0.08660,-0.08660,5.0510e+02,7.600e+00,-7.600e+00,4.52,7.900e-01,-1.040e+00,453.0,,,9.97,4.79,-4.58,70.00,2,q1_q17_dr25_tce,6688.00,120.00,-147.00,4.062,0.174,-0.116,1.7900,0.3110,-0.4150,1.3530,0.0960,-0.1780,299.821170,43.814270,11.642,11.740,10.983,10.851
10658177,K05817.01,,CANDIDATE,Done,CANDIDATE,0.9500,0,0,0,0,113.083522000,2.3850000e-03,-2.3850000e-03,217.1521000,1.630000e-02,-1.630000e-02,0.0390,0.4140,-0.0390,10.31500,0.53600,-0.53600,1.3070e+02,1.200e+01,-1.200e+01,1.59,2.800e-01,-3.100e-01,450.0,,,9.65,4.42,-3.66,13.00,1,q1_q17_dr25_tce,5903.00,79.00,-70.00,4.179,0.176,-0.108,1.4000,0.2460,-0.2700,1.0790,0.1010,-0.0780,288.726440,47.906872,13.336,13.637,12.346,12.050
5954894,K05213.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,48.245550100,5.9530000e-04,-5.9530000e-04,141.1472500,8.080000e-03,-8.080000e-03,0.3106,0.2910,-0.3105,1.37500,0.33400,-0.33400,6.0500e+01,1.640e+01,-1.640e+01,0.64,2.800e-01,-7.000e-02,449.0,,,9.61,12.67,-2.86,5.00,1,q1_q16_tce,5441.00,173.00,-139.00,4.481,0.093,-0.298,0.8270,0.3560,-0.0970,0.7560,0.1470,-0.0510,290.049500,41.250359,12.429,12.964,11.189,10.759
11615521,K05923.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,366.684634000,6.6680000e-03,-6.6680000e-03,315.0914300,9.320000e-03,-9.320000e-03,0.5294,0.4048,-0.3309,3.28400,0.34600,-0.34600,4.5630e+02,6.000e+01,-6.000e+01,10.75,4.470e+00,-4.810e+00,444.0,,,9.18,11.21,-6.80,9.10,1,q1_q16_tce,5090.00,132.00,-205.00,3.353,0.327,-0.260,4.9620,2.0620,-2.2210,2.0230,0.3120,-0.9320,294.271820,49.633869,13.026,13.841,11.427,10.807
