# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 20 13:39:49 2019
#
# User preference: *
#
# CONSTRAINT:  where (k2c_disp like '%CANDIDATE%'
# CONSTRAINT:  and pl_radestr < 25
# CONSTRAINT:  and st_vjstr < 14)
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
#
epic_name,epic_candname,pl_name,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandur,pl_ratdor,pl_ratror,pl_rade,pl_eqt,st_teff,st_logg,st_rad,st_kep,st_vj,st_j2,st_k2
EPIC 202710713,EPIC 202710713.01,,CANDIDATE,,2,0,16h16m16.05s,244.066895,-28d38m56.9s,-28.649134,3.32623960,2456895.376000,0.2420833,,0.03846,1.160,,3404.00,,0.33,12.237,13.034,9.521,8.366
EPIC 212006318,EPIC 212006318.01,,CANDIDATE,,5,1,08h42m00.32s,130.501328,+20d21m33.5s,20.359306,14.45840000,2457147.333500,0.2830000,14.300000,0.01676,2.840,,,,1.55,12.909,13.043,11.899,11.557
EPIC 212006318,EPIC 212006318.01,,CANDIDATE,,5,0,08h42m00.32s,130.501328,+20d21m33.5s,20.359306,14.46056300,2457147.325540,,13.899444,0.01510,1.755,,5838.00,4.32,1.07,12.909,13.043,11.899,11.557
EPIC 201631267,EPIC 201631267.01,,CANDIDATE,,1,1,11h34m47.15s,173.696472,+02d31m37.4s,2.527056,440.00000000,2456829.674000,,,0.17600,16.300,,4600.00,,0.85,12.780,13.044,11.305,10.734
EPIC 210365511,EPIC 210365511.01,,CANDIDATE,,4,1,04h00m22.17s,60.092361,+12d38m01.9s,12.633847,3.95197100,2457067.616660,,1.466826,0.11188,8.446,,4672.00,4.63,0.69,12.439,13.044,10.604,9.842
EPIC 220708327,EPIC 220708327.01,,CANDIDATE,,8,1,00h56m07.74s,14.032265,+11d42m25.4s,11.707047,2.52894000,2457393.002000,0.0750000,9.200000,0.01370,1.440,,,,0.96,12.906,13.055,11.765,11.421
EPIC 210389383,EPIC 210389383.01,,CANDIDATE,,4,1,04h10m24.88s,62.603676,+13d13m03.8s,13.217711,14.08549000,2457069.777150,0.2650800,,0.14602,21.100,,5970.00,4.16,1.32,12.752,13.059,11.257,10.772
EPIC 216387101,EPIC 216387101.01,,CANDIDATE,,7,1,18h56m03.16s,284.013184,-22d26m22.6s,-22.439625,9.76185400,2457303.012030,,12.668355,0.01782,3.442,,5529.00,3.91,1.77,12.897,13.062,11.336,10.834
EPIC 201920032,EPIC 201920032.01,,CANDIDATE,,1,0,11h36m25.66s,174.106903,+07d45m11.2s,7.753113,28.27064200,2456833.202000,0.1791667,,0.02688,2.790,,5545.00,,0.90,12.890,13.068,11.776,11.364
EPIC 201920032,EPIC 201920032.02,,CANDIDATE,,1,1,11h36m25.66s,174.106903,+07d45m11.2s,7.753113,4.73172000,2456811.337400,0.0500000,26.000000,0.01520,1.700,,,,1.03,12.890,13.068,11.776,11.364
EPIC 201920032,EPIC 201920032.01,,CANDIDATE,,1,1,11h36m25.66s,174.106903,+07d45m11.2s,7.753113,28.26710000,2456833.211100,0.1760000,47.300000,0.02630,2.940,,,,1.03,12.890,13.068,11.776,11.364
EPIC 201920032,EPIC 201920032.01,,CANDIDATE,,1,0,11h36m25.66s,174.106903,+07d45m11.2s,7.753113,28.27176100,2456833.201400,,43.118601,0.02661,2.710,,5548.00,4.42,0.93,12.890,13.068,11.776,11.364
EPIC 201920032,EPIC 201920032.01,,CANDIDATE,,1,0,11h36m25.66s,174.106903,+07d45m11.2s,7.753113,28.26920000,2456833.204100,0.1771000,,0.02360,3.350,,5631.00,4.20,1.29,12.890,13.068,11.776,11.364
EPIC 215171927,EPIC 215171927.02,,CANDIDATE,,7,0,19h40m08.75s,295.036469,-24d46m58.2s,-24.782837,6.63124700,2457306.895290,,17.800395,0.01632,1.360,,4972.00,4.52,0.76,12.692,13.074,11.378,10.810
EPIC 215171927,EPIC 215171927.02,,CANDIDATE,,7,1,19h40m08.75s,295.036469,-24d46m58.2s,-24.782837,6.63107000,2457306.896000,0.0950000,19.600000,0.01840,1.520,,,,0.76,12.692,13.074,11.378,10.810
EPIC 215171927,EPIC 215171927.01,,CANDIDATE,,7,1,19h40m08.75s,295.036469,-24d46m58.2s,-24.782837,4.13556000,2457301.876400,0.0920000,12.600000,0.01730,1.440,,,,0.76,12.692,13.074,11.378,10.810
EPIC 215171927,EPIC 215171927.01,,CANDIDATE,,7,0,19h40m08.75s,295.036469,-24d46m58.2s,-24.782837,4.13570700,2457301.870610,,13.052827,0.01921,1.600,,4972.00,4.52,0.76,12.692,13.074,11.378,10.810
EPIC 220256496,EPIC 220256496.02,,CANDIDATE,,8,1,01h24m25.43s,21.105953,+01d42m17.8s,1.704954,2.60170000,2457392.714700,0.0700000,10.300000,0.01610,1.470,,,,0.84,12.872,13.075,11.624,11.104
EPIC 210423938,EPIC 210423938.01,,CANDIDATE,,4,0,04h01m29.37s,60.372360,+14d00m00.6s,14.000156,19.86047600,2457072.016090,,34.186841,0.02742,2.083,,4760.00,4.69,0.70,12.655,13.079,10.969,10.272
EPIC 210423938,EPIC 210423938.01,,CANDIDATE,,4,1,04h01m29.37s,60.372360,+14d00m00.6s,14.000156,19.86060000,2457072.013600,0.1620000,28.000000,0.03120,2.210,,,,0.65,12.655,13.079,10.969,10.272
EPIC 218952024,EPIC 218952024.01,,CANDIDATE,,7,1,18h52m54.84s,283.228485,-17d50m40.4s,-17.844561,0.56007000,2457301.851200,0.1020000,1.103000,0.03480,1.670,,,,0.44,12.364,13.090,10.043,8.917
EPIC 206024342,EPIC 206024342.01,,CANDIDATE,,3,0,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,14.63700000,2456985.489800,0.1546000,,0.02490,4.000,,6438.00,4.20,1.50,13.046,13.116,11.846,11.487
EPIC 206024342,EPIC 206024342.02,,CANDIDATE,,3,0,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,0.91165670,2456980.070000,0.0704167,,0.01593,1.350,,5648.00,,0.94,13.046,13.116,11.846,11.487
EPIC 206024342,EPIC 206024342.01,,CANDIDATE,,3,0,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,14.64154100,2456985.482000,0.1945833,,0.03369,2.940,,5648.00,,0.94,13.046,13.116,11.846,11.487
EPIC 206024342,EPIC 206024342.02,,CANDIDATE,,3,1,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,0.91161800,2456977.338000,0.0590000,4.280000,0.01290,1.160,,,,0.82,13.046,13.116,11.846,11.487
EPIC 206024342,EPIC 206024342.01,,CANDIDATE,,3,1,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,14.64350000,2456985.483000,0.1670000,25.100000,0.02810,2.520,,,,0.82,13.046,13.116,11.846,11.487
EPIC 220198551,EPIC 220198551.01,,CANDIDATE,,8,1,01h18m30.43s,19.626785,-00d03m23.4s,-0.056498,0.79884530,2457392.640660,0.0457000,2.410000,0.07900,6.200,,,,0.73,12.869,13.127,11.315,10.723
EPIC 212346723,EPIC 212346723.01,,CANDIDATE,,6,1,13h44m44.83s,206.186798,-16d13m02.7s,-16.217407,15.94890000,2457230.085000,0.2350000,19.400000,0.01770,2.480,,,,1.29,12.992,13.131,12.017,11.696
EPIC 211390903,EPIC 211390903.01,,CANDIDATE,,5,1,08h49m06.74s,132.278091,+11d29m52.9s,11.498017,7.75759500,2457147.806050,,,0.02510,1.950,,,,0.71,12.970,13.137,11.161,10.490
EPIC 220260084,EPIC 220260084.01,,CANDIDATE,,8,1,01h20m31.96s,20.133167,+01d46m45.1s,1.779189,16.96160000,2457408.990100,0.2260000,21.500000,0.01940,2.700,,,,1.28,13.207,13.139,12.103,11.711
EPIC 206358352,EPIC 206358352.01,,CANDIDATE,,3,1,22h05m25.54s,331.356415,-07d18m37.4s,-7.310397,1.13666000,2456978.022900,0.0520000,6.000000,0.01690,3.180,,,,1.72,12.961,13.142,11.988,11.639
EPIC 220606084,EPIC 220606084.01,,CANDIDATE,,8,1,01h02m43.61s,15.681722,+09d09m35.8s,9.159958,,2457451.250790,0.3400000,,0.06650,12.320,,,,1.70,13.004,13.160,11.859,11.461
EPIC 220510874,EPIC 220510874.01,,CANDIDATE,,8,1,01h13m12.01s,18.300024,+07d00m47.0s,7.013059,7.47331000,2457395.906000,0.1482000,14.800000,0.02479,2.740,,,,1.01,13.015,13.166,11.864,11.525
EPIC 213817056,EPIC 213817056.01,,CANDIDATE,,7,1,18h54m35.19s,283.646606,-28d11m19.5s,-28.188761,13.61242000,2457311.944400,0.1260000,32.300000,0.03510,3.030,,,,0.79,12.964,13.171,11.101,10.455
EPIC 213817056,EPIC 213817056.01,,CANDIDATE,,7,0,18h54m35.19s,283.646606,-28d11m19.5s,-28.188761,13.61358000,2457311.944950,,23.163475,0.03988,3.397,,4863.00,4.38,0.78,12.964,13.171,11.101,10.455
EPIC 212525618,EPIC 212525618.01,,CANDIDATE,,6,1,13h34m13.65s,203.556885,-12d11m31.1s,-12.191970,14.43070000,2457231.863100,0.1250000,31.500000,0.02120,2.280,,,,0.99,13.095,13.173,12.003,11.688
EPIC 220579319,EPIC 220579319.01,,CANDIDATE,,8,1,00h50m42.59s,12.677468,+08d34m50.4s,8.580666,39.32660000,2457416.741000,0.3450000,33.300000,0.02430,3.570,,,,1.35,13.016,13.173,11.885,11.485
EPIC 212572439,EPIC 212572439.01,,CANDIDATE,,6,1,13h37m45.62s,204.440079,-11d11m33.3s,-11.192574,2.58146700,2457223.028560,0.0704000,,0.06680,5.700,,,,0.78,12.835,13.176,11.646,11.114
EPIC 210961508,EPIC 210961508.01,,CANDIDATE,,4,0,03h59m40.83s,59.920105,+22d21m57.5s,22.365984,0.34993500,2457087.652510,,3.400000,0.02630,2.180,,4925.00,3.42,0.76,13.558,13.184,10.994,10.320
EPIC 205999468,EPIC 205999468.01,,CANDIDATE,,3,0,22h21m37.59s,335.406616,-14d50m22.1s,-14.839480,12.26310000,2456984.093200,0.0533000,,0.02380,1.870,,5106.00,4.60,0.72,12.932,13.191,11.591,11.011
EPIC 205999468,EPIC 205999468.01,,CANDIDATE,,3,0,22h21m37.59s,335.406616,-14d50m22.1s,-14.839480,12.26335400,2456984.094000,0.0608333,,0.02600,2.160,,4980.00,,0.76,12.932,13.191,11.591,11.011
EPIC 205999468,EPIC 205999468.01,,CANDIDATE,,3,1,22h21m37.59s,335.406616,-14d50m22.1s,-14.839480,12.26422000,2456984.092600,0.0700000,46.000000,0.02680,2.220,,,,0.76,12.932,13.191,11.591,11.011
EPIC 218170789,EPIC 218170789.01,,CANDIDATE,,7,0,18h51m06.68s,282.777832,-19d17m04.1s,-19.284481,3.04161700,2457303.402250,,2.009597,0.09433,8.989,,5250.00,4.31,0.87,12.890,13.191,11.290,10.627
EPIC 218170789,EPIC 218170789.01,,CANDIDATE,,7,1,18h51m06.68s,282.777832,-19d17m04.1s,-19.284481,3.04108000,2457303.409500,0.1600000,2.210000,0.05700,11.900,,,,1.91,12.890,13.191,11.290,10.627
EPIC 220431824,EPIC 220431824.01,,CANDIDATE,,8,1,00h51m18.54s,12.827252,+05d20m00.4s,5.333458,9.07326600,2457394.224050,0.2894000,10.990000,0.12130,23.320,,,,1.76,13.005,13.198,11.776,11.311
EPIC 212138198,EPIC 212138198.01,,CANDIDATE,,5,1,08h24m05.65s,126.023560,+22d46m59.8s,22.783291,3.20914900,2457142.372870,,14.582916,0.05761,5.275,,5182.00,4.55,0.84,12.902,13.205,11.456,10.880
EPIC 206036749,EPIC 206036749.01,,CANDIDATE,,3,1,22h09m54.30s,332.476257,-13d46m39.7s,-13.777700,1.13130500,2456977.594330,0.0515000,6.560000,0.03210,3.930,,,,1.12,13.008,13.209,11.738,11.323
EPIC 206036749,EPIC 206036749.01,,CANDIDATE,,3,0,22h09m54.30s,332.476257,-13d46m39.7s,-13.777700,1.13131600,2456982.119000,0.0360800,,0.03130,4.600,,6292.00,4.27,1.32,13.008,13.209,11.738,11.323
EPIC 205489894,EPIC 205489894.01,,CANDIDATE,,2,0,16h29m53.84s,247.474335,-17d14m50.0s,-17.247229,14.65819600,2456907.075000,0.0662500,,0.03059,1.600,,3610.00,,0.45,12.337,13.213,9.785,8.965
EPIC 205489894,EPIC 205489894.01,,CANDIDATE,,2,1,16h29m53.84s,247.474335,-17d14m50.0s,-17.247229,14.65835000,2456907.076200,0.0645000,66.300000,0.03030,1.120,,,,0.34,12.337,13.213,9.785,8.965
EPIC 214173069,EPIC 214173069.02,,CANDIDATE,,7,1,18h52m07.62s,283.031769,-27d10m50.0s,-27.180546,14.12970000,2457304.803200,0.1470000,27.200000,0.01860,1.400,,,,0.69,12.928,13.213,11.151,10.514
EPIC 214173069,EPIC 214173069.01,,CANDIDATE,,7,1,18h52m07.62s,283.031769,-27d10m50.0s,-27.180546,8.77830000,2457303.905400,0.1210000,18.700000,0.03010,2.270,,,,0.69,12.928,13.213,11.151,10.514
EPIC 220571481,EPIC 220571481.01,,CANDIDATE,,8,1,00h58m48.40s,14.701676,+08d24m09.3s,8.402575,8.78627000,2457392.606800,0.0580000,41.100000,0.02440,3.160,,,,1.18,13.055,13.235,11.961,11.661
EPIC 206155922,EPIC 206155922.01,,CANDIDATE,,3,1,22h26m12.05s,336.550201,-10d38m37.7s,-10.643803,4.00932000,2456978.876100,0.0790000,14.100000,0.01460,1.080,,,,0.68,12.848,13.262,11.316,10.656
EPIC 212648083,EPIC 212648083.01,,CANDIDATE,,6,1,13h17m35.70s,199.398758,-09d29m20.4s,-9.489003,20.58270000,2457229.780700,0.1550000,39.200000,0.02490,2.980,,,,1.10,13.170,13.266,12.060,11.563
EPIC 211505089,EPIC 211505089.01,,CANDIDATE,,5,1,08h13m00.13s,123.250542,+13d12m38.5s,13.210702,24.44720000,2457146.962300,0.2650000,27.200000,0.02570,1.820,,,,0.65,12.943,13.268,11.243,10.567
EPIC 210666756,EPIC 210666756.01,,CANDIDATE,,4,0,03h53m44.60s,58.435825,+17d53m55.9s,17.898865,1.39629100,2457066.186200,0.0417100,,0.01670,1.890,,5728.00,4.43,1.02,12.735,13.275,,
EPIC 212562715,EPIC 212562715.01,,CANDIDATE,,6,0,13h28m40.30s,202.167923,-11d23m57.6s,-11.399330,13.52475000,2457220.469330,,37.181905,0.02350,2.277,,5570.00,4.59,0.89,13.046,13.280,11.955,11.538
EPIC 212562715,EPIC 212562715.01,,CANDIDATE,,6,1,13h28m40.30s,202.167923,-11d23m57.6s,-11.399330,13.52583000,2457220.467500,0.1150000,33.800000,0.02460,2.490,,,,0.93,13.046,13.280,11.955,11.538
EPIC 212432685,EPIC 212432685.01,,CANDIDATE,,6,0,13h37m11.71s,204.298798,-14d10m50.1s,-14.180588,0.53170400,2457217.995920,0.0663000,,0.01690,2.000,,,,1.06,13.132,13.283,12.172,11.845
EPIC 212432685,EPIC 212432685.01,,CANDIDATE,,6,1,13h37m11.71s,204.298798,-14d10m50.1s,-14.180588,0.53168400,2457217.994890,0.0740000,1.860000,0.01520,2.130,,,,1.29,13.132,13.283,12.172,11.845
EPIC 211731298,EPIC 211731298.01,,CANDIDATE,,5,1,08h36m09.89s,129.041199,+16d20m37.3s,16.343693,1.99042200,2457141.341800,0.0864000,6.600000,0.02000,1.800,,,,0.82,13.038,13.284,11.726,11.228
EPIC 212797028,EPIC 212797028.01,,CANDIDATE,,6,1,13h51m16.33s,207.818024,-05d38m04.6s,-5.634600,29.97888400,2457230.471690,0.2654000,,0.14810,15.300,,,,0.94,13.097,13.284,11.909,11.538
EPIC 211439059,EPIC 211439059.01,,CANDIDATE,,5,1,08h47m53.65s,131.973526,+12d13m54.9s,12.231904,18.63930000,2457146.510700,0.2350000,22.000000,0.01930,1.730,,,,0.82,13.075,13.292,11.684,11.175
EPIC 211439059,EPIC 211439059.01,,CANDIDATE,,5,0,08h47m53.65s,131.973526,+12d13m54.9s,12.231904,18.64504600,2457146.510590,0.2108000,,0.01910,1.800,,,,0.84,13.075,13.292,11.684,11.175
EPIC 211439059,EPIC 211439059.01,,CANDIDATE,,5,0,08h47m53.65s,131.973526,+12d13m54.9s,12.231904,18.63417900,2457183.798090,,,0.01660,1.490,,,,0.82,13.075,13.292,11.684,11.175
EPIC 212534729,EPIC 212534729.01,,CANDIDATE,,6,1,13h42m55.91s,205.732956,-11d59m39.3s,-11.994251,13.48500000,2457223.525700,0.1200000,31.300000,0.01740,1.670,,,,0.88,13.066,13.292,11.818,11.326
EPIC 212534729,EPIC 212534729.01,,CANDIDATE,,6,0,13h42m55.91s,205.732956,-11d59m39.3s,-11.994251,13.48495800,2457223.523920,,31.555531,0.01703,1.567,,5378.00,4.47,0.84,13.066,13.292,11.818,11.326
EPIC 201927336,EPIC 201927336.01,,CANDIDATE,,1,1,11h23m44.16s,170.933990,+07d55m01.5s,7.917097,6.45027000,2456811.939200,0.0680000,27.100000,0.02350,2.290,,,,0.89,13.101,13.301,11.876,11.482
EPIC 201927336,EPIC 201927336.01,,CANDIDATE,,1,0,11h23m44.16s,170.933990,+07d55m01.5s,7.917097,6.44986480,2456811.942000,0.0679167,,0.02570,2.630,,5395.00,,0.85,13.101,13.301,11.876,11.482
EPIC 210371175,EPIC 210371175.01,,CANDIDATE,,4,1,04h10m04.27s,62.517773,+12d46m46.0s,12.779438,11.32560000,2457063.162100,0.2000000,16.100000,0.01920,2.180,,,,1.04,12.960,13.307,11.396,10.856
EPIC 205483055,EPIC 205483055.01,,CANDIDATE,,2,1,16h37m36.42s,249.401764,-17d17m31.5s,-17.292095,22.97350000,2456896.815500,0.1410000,46.700000,0.02240,2.610,,,,1.07,12.933,13.317,11.230,10.649
EPIC 220393791,EPIC 220393791.01,,CANDIDATE,,8,1,01h02m53.28s,15.721997,+04d35m27.1s,4.590870,12.72560000,2457397.777900,0.1430000,25.000000,0.01980,2.160,,,,1.00,13.167,13.345,12.257,11.937
EPIC 212120773,EPIC 212120773.01,,CANDIDATE,,5,1,08h48m59.33s,132.247208,+22d25m51.2s,22.430897,5.17518000,2457140.560600,0.1370000,10.200000,0.01700,1.530,,,,0.83,13.100,13.346,11.744,11.235
EPIC 220666631,EPIC 220666631.01,,CANDIDATE,,8,1,01h02m05.49s,15.522872,+10d35m33.0s,10.592497,31.97610000,2457405.725200,0.2470000,35.700000,0.02460,3.920,,,,1.46,13.073,13.346,11.998,11.682
EPIC 215717520,EPIC 215717520.01,,CANDIDATE,,7,1,18h43m09.00s,280.787506,-23d40m24.1s,-23.673361,,2457357.954860,0.5139000,,0.16958,13.660,,,,0.74,12.920,13.350,11.298,10.502
EPIC 212424622,EPIC 212424622.01,,CANDIDATE,,6,1,13h29m19.54s,202.331421,-14d21m34.1s,-14.359463,12.01560000,2457219.485000,0.2250000,14.700000,0.02110,2.810,,,,1.22,13.260,13.354,12.101,11.775
EPIC 220282718,EPIC 220282718.01,,CANDIDATE,,8,1,00h49m04.07s,12.266966,+02d15m59.7s,2.266591,0.55516060,2457392.475770,0.0443000,1.820000,0.06300,11.400,,,,1.66,13.287,13.369,12.142,11.742
EPIC 228753871,EPIC 228753871.01,,CANDIDATE,,10,1,12h25m25.55s,186.356445,-08d45m09.8s,-8.752722,18.69646000,2457590.729000,0.0917000,65.600000,0.02780,2.350,571,,,,13.190,13.371,11.832,11.347
EPIC 212380207,EPIC 212380207.01,,CANDIDATE,,6,1,13h21m25.50s,200.356232,-15d22m38.0s,-15.377218,26.14300000,2457241.880300,0.1870000,38.100000,0.02850,2.520,,,,0.81,13.267,13.373,11.908,11.467
EPIC 210678858,EPIC 210678858.03,,CANDIDATE,,4,1,03h26m11.71s,51.548805,+18d04m00.0s,18.066668,10.06960000,2457071.265400,0.1290000,21.900000,0.01900,1.690,,,,0.82,12.736,13.374,11.231,10.679
EPIC 210678858,EPIC 210678858.02,,CANDIDATE,,4,1,03h26m11.71s,51.548805,+18d04m00.0s,18.066668,14.84840000,2457070.222400,0.1500000,28.900000,0.03020,2.680,,,,0.82,12.736,13.374,11.231,10.679
EPIC 210678858,EPIC 210678858.01,,CANDIDATE,,4,1,03h26m11.71s,51.548805,+18d04m00.0s,18.066668,31.35370000,2457073.019600,0.2090000,43.200000,0.04320,3.850,,,,0.82,12.736,13.374,11.231,10.679
EPIC 204888276,EPIC 204888276.01,,CANDIDATE,,2,1,15h59m59.44s,239.997681,-20d24m32.5s,-20.409025,16.56127000,2456900.535600,0.1820000,18.800000,0.03400,0.957,,,,0.26,12.542,13.377,10.114,9.251
EPIC 204888276,EPIC 204888276.01,,CANDIDATE,,2,0,15h59m59.44s,239.997681,-20d24m32.5s,-20.409025,16.56315500,2456900.532000,0.1837500,,0.02876,1.660,,3669.00,,0.48,12.542,13.377,10.114,9.251
EPIC 205064326,EPIC 205064326.01,,CANDIDATE,,2,0,16h47m33.22s,251.888428,-19d34m45.5s,-19.579313,8.02413060,2456896.667000,0.1795833,,0.08498,4.420,,3939.00,,0.58,12.839,13.379,10.629,9.794
EPIC 218874453,EPIC 218874453.01,,CANDIDATE,,7,1,18h59m22.91s,284.845459,-17d59m19.5s,-17.988749,2.17469000,2457302.100700,0.0450000,13.600000,0.01520,1.800,,,,1.08,13.097,13.402,11.638,11.215
EPIC 212685467,EPIC 212685467.01,,CANDIDATE,,6,1,13h51m51.75s,207.965607,-08d36m52.5s,-8.614577,,2457242.661410,0.3050000,,0.23100,24.000,,,,0.95,13.264,13.433,,
EPIC 212362217,EPIC 212362217.01,,CANDIDATE,,6,1,13h23m04.73s,200.769699,-15d49m07.1s,-15.818632,0.69629350,2457217.847570,0.0331000,5.700000,0.03190,3.850,,,,1.11,13.170,13.434,11.626,11.054
EPIC 212081533,EPIC 212081533.01,,CANDIDATE,,16,1,09h05m26.74s,136.361420,+21d40m07.3s,21.668695,3.35585400,2458095.746870,0.0635000,,,1.600,,3860.00,4.72,0.55,12.731,13.444,10.496,9.662
EPIC 205998649,EPIC 205998649.01,,CANDIDATE,,3,1,22h09m51.11s,332.462952,-14d51m47.3s,-14.863141,8.39580000,2456985.279000,0.2790000,7.800000,0.01810,3.950,,,,2.00,13.256,13.445,12.073,11.662
EPIC 220416518,EPIC 220416518.01,,CANDIDATE,,8,1,01h01m24.02s,15.350064,+05d02m17.1s,5.038081,3.78177000,2457393.386300,0.1020000,10.200000,0.01510,1.810,,,,1.09,13.276,13.446,12.200,11.785
EPIC 211779390,EPIC 211779390.01,,CANDIDATE,,5,1,08h17m26.66s,124.361084,+17d01m27.7s,17.024357,3.85064000,2457141.528200,0.0667000,16.100000,0.01930,1.073,,,,0.51,13.053,13.448,11.336,10.613
EPIC 212730483,EPIC 212730483.01,,CANDIDATE,,6,1,13h22m20.04s,200.583481,-07d29m47.0s,-7.496401,3.49140000,2457219.726400,0.0760000,12.100000,0.01900,1.180,,,,0.57,13.142,13.449,11.403,10.705
EPIC 228724899,EPIC 228724899.01,,CANDIDATE,,10,1,12h09m46.82s,182.445084,-10d06m41.8s,-10.111625,5.20256000,2457586.455900,0.0583000,26.200000,0.03380,3.580,1000,,,,13.293,13.454,12.011,11.593
EPIC 211058748,EPIC 211058748.01,,CANDIDATE,,4,1,03h56m31.86s,59.132748,+23d54m42.4s,23.911777,3.32257000,2457061.923700,0.0690000,13.700000,0.02090,2.530,,,,1.11,13.139,13.456,11.631,11.007
EPIC 212622766,EPIC 212622766.01,,CANDIDATE,,6,1,13h59m16.72s,209.819656,-10d04m19.8s,-10.072172,6.02226000,2457218.861800,0.0870000,18.500000,0.01900,2.020,,,,0.97,13.291,13.457,12.084,11.655
EPIC 212440430,EPIC 212440430.01,,CANDIDATE,,6,1,13h36m08.54s,204.035599,-14d00m33.2s,-14.009217,19.99010000,2457228.162300,0.1900000,30.600000,0.02560,2.810,,,,1.01,13.267,13.459,12.191,11.776
EPIC 219266595,EPIC 219266595.01,,CANDIDATE,,7,1,19h13m40.75s,288.419800,-17d09m17.3s,-17.154808,0.94428400,2457301.845500,0.1680000,1.200000,0.01990,1.480,,,,0.68,13.137,13.480,11.653,11.025
EPIC 201896171,EPIC 201896171.01,,CANDIDATE,,1,1,11h46m40.14s,176.667252,+07d14m35.8s,7.243289,8.91058000,2456819.042800,0.1200000,18.100000,0.02490,2.800,,,,1.03,13.346,13.481,12.260,11.871
EPIC 212443457,EPIC 212443457.01,,CANDIDATE,,6,0,13h57m38.17s,209.409027,-13d56m33.6s,-13.942667,24.46265600,2457233.686380,0.3538000,,0.18420,13.600,,,,0.68,13.116,13.493,11.407,10.693
EPIC 216892056,EPIC 216892056.01,,CANDIDATE,,7,0,19h26m41.56s,291.673187,-21d32m20.6s,-21.539055,2.78592000,2457311.406000,,15.370000,0.34200,14.870,,,,,12.503,13.499,9.971,9.129
EPIC 216892056,EPIC 216892056.01,,CANDIDATE,,7,1,19h26m41.56s,291.673187,-21d32m20.6s,-21.539055,2.78600800,2457311.404030,0.0208000,,0.04130,1.900,,,,0.42,12.503,13.499,9.971,9.129
EPIC 215381481,EPIC 215381481.01,,CANDIDATE,,7,1,18h47m01.39s,281.755798,-24d20m15.6s,-24.337654,0.53339300,2457301.903300,0.0830000,2.030000,0.01206,19.500,,,,14.80,12.969,13.503,10.634,9.774
EPIC 216111905,EPIC 216111905.01,,CANDIDATE,,7,1,18h45m22.50s,281.343750,-22d56m24.3s,-22.940096,3.02030000,2457304.474000,0.2150000,1.660000,0.04100,5.600,,,,1.26,13.171,13.504,11.503,10.998
EPIC 210852232,EPIC 210852232.01,,CANDIDATE,,4,1,03h55m25.56s,58.856483,+20d39m36.8s,20.660212,1.93426000,2457063.255000,0.0910000,5.700000,0.01620,1.640,,,,0.93,13.701,13.521,11.807,11.248
EPIC 210852232,EPIC 210852232.02,,CANDIDATE,,4,1,03h55m25.56s,58.856483,+20d39m36.8s,20.660212,3.43827000,2457065.044200,0.0334000,29.100000,0.01950,1.980,,,,0.93,13.701,13.521,11.807,11.248
EPIC 208833261,EPIC 208833261.01,,CANDIDATE,,0,1,06h04m25.99s,91.108276,+22d29m58.1s,22.499475,3.47451000,2456773.478300,0.1750000,,0.05360,10.600,,7143.00,4.12,1.83,13.371,13.533,13.131,12.826
EPIC 206135682,EPIC 206135682.01,,CANDIDATE,Candidate identifier changed to match previous publication.,3,1,22h10m32.56s,332.635681,-11d09m58.3s,-11.166197,5.02629000,2456978.764600,0.0950000,15.100000,0.02100,1.322,,,,0.58,13.213,13.536,11.613,11.042
